latitude,longitude,elevation,distance
-15.07873,133.0727,149.3,439.802
-15.07934,133.07278,149.9,439.87
-15.07995,133.07286,150.2,439.938
-15.08078,133.07301,149.9,440.032
-15.08161,133.07316,151.5,440.126
-15.08228,133.0733,151,440.202
-15.08295,133.07344,150.8,440.278
-15.08342,133.07354,150.6,440.332
-15.084125,133.073715,151.2,440.412
-15.08483,133.07389,152.7,440.493
-15.08535,133.074035,153,440.553
-15.08587,133.07418,152.9,440.613
-15.08646,133.07435,152.3,440.681
-15.087047,133.07454,151.9,440.749
-15.087633,133.07473,150.9,440.818
-15.08822,133.07492,148.5,440.886
-15.088955,133.075145,148,440.972
-15.08969,133.07537,148,441.057
-15.09033,133.07555,147.1,441.131
-15.09097,133.07573,145.4,441.205
-15.0916,133.075867,145.6,441.276
-15.09223,133.076003,146,441.348
-15.09286,133.07614,145.5,441.42
-15.09361,133.076265,144.7,441.504
-15.09436,133.07639,144.2,441.589
-15.095075,133.07648,145.1,441.669
-15.09579,133.07657,143.9,441.749
-15.096475,133.076635,143,441.826
-15.09716,133.0767,142.2,441.902
-15.09777,133.07673,142.7,441.97
-15.09838,133.07676,142.4,442.038
-15.09898,133.07677,142.1,442.105
-15.09965,133.076765,142.9,442.18
-15.10032,133.07676,143.5,442.254
-15.10076,133.07675,142.9,442.303
-15.101325,133.076725,142.1,442.366
-15.10189,133.0767,142,442.429
-15.10267,133.07667,141.9,442.516
-15.1033,133.07664,140.3,442.586
-15.10393,133.07661,137.9,442.656
-15.10454,133.076585,137.1,442.724
-15.10515,133.07656,137.2,442.792
-15.105895,133.07652,137.7,442.875
-15.10664,133.07648,139.3,442.958
-15.107427,133.07644,140.8,443.046
-15.108213,133.0764,141.4,443.134
-15.109,133.07636,141,443.221
-15.10987,133.076315,141.3,443.318
-15.11074,133.07627,142.6,443.415
-15.11142,133.076235,142.6,443.491
-15.1121,133.0762,143.3,443.567
-15.11278,133.076165,144,443.643
-15.11346,133.07613,144,443.718
-15.114145,133.076095,144,443.795
-15.11483,133.07606,144,443.871
-15.115595,133.07603,143.3,443.956
-15.11636,133.076,144.6,444.042
-15.11675,133.07599,145,444.085
-15.11732,133.075985,145,444.148
-15.11789,133.07598,145,444.212
-15.11865,133.076,145.8,444.297
-15.119235,133.07602,145,444.362
-15.11982,133.07604,145.8,444.427
-15.12051,133.07609,145.1,444.504
-15.12089,133.07612,144.6,444.546
-15.12159,133.07618,143.9,444.625
-15.122245,133.076245,143.6,444.698
-15.1229,133.07631,143.7,444.771
-15.123415,133.07638,143.4,444.829
-15.12393,133.07645,142.8,444.887
-15.124395,133.07652,142.9,444.939
-15.12486,133.07659,143,444.991
-15.12545,133.07668,143,445.058
-15.1259,133.07676,143.7,445.108
-15.12635,133.07684,144.8,445.159
-15.12714,133.077,145.2,445.249
-15.12785,133.07716,144.7,445.33
-15.128345,133.077275,145.1,445.386
-15.12884,133.07739,145,445.443
-15.12943,133.07755,144.2,445.511
-15.13021,133.07777,143,445.601
-15.13073,133.07792,143.2,445.661
-15.13125,133.07807,143.5,445.721
-15.131785,133.078235,144.3,445.783
-15.13232,133.0784,145.6,445.845
-15.132795,133.07856,146,445.901
-15.13327,133.07872,146.1,445.956
-15.13387,133.07894,146.3,446.027
-15.13442,133.07914,147.2,446.092
-15.13485,133.07931,148.6,446.143
-15.13546,133.07955,148.8,446.216
-15.135935,133.07975,148.7,446.273
-15.13641,133.07995,148.5,446.33
-15.137175,133.080305,148.3,446.423
-15.13794,133.08066,150,446.517
-15.13849,133.08091,151,446.584
-15.13904,133.08116,152.2,446.65
-15.13973,133.08148,151.3,446.735
-15.14042,133.0818,152.3,446.819
-15.141003,133.08207,153.5,446.89
-15.141587,133.08234,154.4,446.961
-15.14217,133.08261,155.2,447.032
-15.1428,133.08289,156,447.108
-15.14322,133.08309,156,447.16
-15.14352,133.08323,156.3,447.196
-15.14405,133.083455,157.1,447.26
-15.14458,133.08368,157.9,447.324
-15.1451,133.0839,158.7,447.387
-15.14562,133.08412,159.9,447.449
-15.146185,133.084345,161.4,447.516
-15.14675,133.08457,162.6,447.584
-15.147335,133.084795,162.9,447.653
-15.14792,133.08502,163.9,447.723
-15.14836,133.0852,165,447.775
-15.14898,133.08542,166.2,447.848
-15.1496,133.08564,167.2,447.921
-15.15024,133.08587,168.7,447.997
-15.15096,133.08611,170.4,448.081
-15.15158,133.08632,171,448.154
-15.15225,133.08655,171,448.232
-15.15291,133.08677,171,448.309
-15.1536,133.087,172.1,448.39
-15.15408,133.08716,173.1,448.446
-15.15456,133.08732,173,448.502
-15.15541,133.087604,172.3,448.602
-15.156259,133.087888,171.4,448.701
-15.157109,133.088172,170.3,448.8
-15.157958,133.088456,171,448.9
-15.158808,133.08874,170,448.999
-15.159657,133.089025,168.2,449.098
-15.160507,133.089309,167.3,449.198
-15.161356,133.089593,167.2,449.297
-15.162206,133.089877,166.8,449.397
-15.163055,133.090161,167.2,449.496
-15.163905,133.090445,167,449.595
-15.164755,133.090729,167.6,449.695
-15.165604,133.091013,167.3,449.794
-15.166454,133.091297,166.3,449.893
-15.167303,133.091581,167,449.993
-15.168153,133.091865,166.7,450.092
-15.169002,133.09215,166,450.192
-15.169852,133.092434,166.2,450.291
-15.170701,133.092718,166.3,450.39
-15.171551,133.093002,169.6,450.49
-15.1724,133.093286,170,450.589
-15.17325,133.09357,170,450.688
-15.173895,133.093785,171.2,450.764
-15.17454,133.094,171.6,450.839
-15.175185,133.094215,171.3,450.915
-15.17583,133.09443,171.4,450.99
-15.176665,133.09471,172.8,451.088
-15.1775,133.09499,172.8,451.186
-15.17831,133.09526,172,451.28
-15.17912,133.09553,173.4,451.375
-15.17993,133.0958,174.2,451.47
-15.18074,133.09607,174,451.564
-15.181225,133.096235,172.9,451.621
-15.18171,133.0964,172.7,451.678
-15.182539,133.096676,172.6,451.775
-15.183368,133.096953,174.8,451.872
-15.184196,133.097229,174.8,451.969
-15.185025,133.097506,173.7,452.066
-15.185854,133.097782,171,452.163
-15.186683,133.098059,171.6,452.26
-15.187512,133.098335,173.8,452.357
-15.188341,133.098612,174.3,452.454
-15.189169,133.098888,172.3,452.55
-15.189998,133.099165,170.7,452.647
-15.190827,133.099441,172,452.744
-15.191656,133.099718,172.9,452.841
-15.192485,133.099994,174.4,452.938
-15.193314,133.100271,173.5,453.035
-15.194142,133.100547,172.3,453.132
-15.194971,133.100824,172.9,453.229
-15.1958,133.1011,172,453.326
-15.196585,133.101362,170.5,453.418
-15.197371,133.101624,170.2,453.51
-15.198156,133.101885,170.7,453.601
-15.198942,133.102147,169.1,453.693
-15.199727,133.102409,170.2,453.785
-15.200513,133.102671,171.1,453.877
-15.201298,133.102933,171.9,453.969
-15.202084,133.103195,172.4,454.061
-15.202869,133.103456,173.6,454.152
-15.203655,133.103718,173,454.244
-15.20444,133.10398,172.1,454.336
-15.205271,133.104257,172.4,454.433
-15.206101,133.104533,169.3,454.53
-15.206932,133.10481,170.4,454.628
-15.207763,133.105086,171.6,454.725
-15.208593,133.105363,170.6,454.822
-15.209424,133.105639,169.4,454.919
-15.210254,133.105916,169.5,455.016
-15.211085,133.106193,170.8,455.113
-15.211916,133.106469,171,455.21
-15.212746,133.106746,171.9,455.307
-15.213577,133.107022,171.5,455.405
-15.214408,133.107299,172.9,455.502
-15.215238,133.107575,173,455.599
-15.216069,133.107852,172.4,455.696
-15.216899,133.108128,172.6,455.793
-15.21773,133.108405,171.1,455.89
-15.218561,133.108682,169.6,455.987
-15.219391,133.108958,169.9,456.084
-15.220222,133.109235,173.1,456.181
-15.221052,133.109511,174.7,456.279
-15.221883,133.109788,175.1,456.376
-15.222714,133.110064,174,456.473
-15.223544,133.110341,174.9,456.57
-15.224375,133.110617,175,456.667
-15.225206,133.110894,174.3,456.764
-15.226036,133.111171,174.5,456.861
-15.226867,133.111447,177.4,456.958
-15.227698,133.111724,179,457.056
-15.228528,133.112,178.6,457.153
-15.229359,133.112277,177.7,457.25
-15.230189,133.112553,178.4,457.347
-15.23102,133.11283,179.6,457.444
-15.23175,133.11307,180.8,457.529
-15.23248,133.11331,181.9,457.615
-15.23278,133.1134,182.5,457.649
-15.233345,133.113565,183.6,457.715
-15.23391,133.11373,183,457.78
-15.234715,133.11393,184.9,457.872
-15.23552,133.11413,184.7,457.964
-15.23633,133.11431,182.8,458.057
-15.23714,133.11448,182.7,458.149
-15.237787,133.114593,182.4,458.222
-15.238433,133.114707,182,458.295
-15.23908,133.11482,181.7,458.368
-15.239945,133.114971,180.3,458.465
-15.24081,133.115121,179,458.563
-15.241675,133.115272,178.9,458.66
-15.24254,133.115422,178,458.758
-15.243405,133.115573,177.9,458.856
-15.24427,133.115723,176.5,458.953
-15.245135,133.115874,174.7,459.051
-15.246,133.116024,173.8,459.149
-15.246865,133.116175,173.5,459.246
-15.24773,133.116326,172.4,459.344
-15.248595,133.116476,172.6,459.442
-15.24946,133.116627,172.7,459.539
-15.250325,133.116777,172.4,459.637
-15.25119,133.116928,171.8,459.734
-15.252055,133.117078,170.5,459.832
-15.25292,133.117229,170.7,459.93
-15.253785,133.117379,170.8,460.027
-15.25465,133.11753,170.5,460.125
-15.25511,133.11763,170.4,460.177
-15.25557,133.11773,171.3,460.23
-15.256183,133.11789,172,460.3
-15.256797,133.11805,171.9,460.371
-15.25741,133.11821,172,460.441
-15.25789,133.118355,172,460.497
-15.25837,133.1185,171.4,460.552
-15.258845,133.11866,171.1,460.608
-15.25932,133.11882,171,460.663
-15.259845,133.119015,171.3,460.725
-15.26037,133.11921,171.5,460.788
-15.26089,133.11942,172.6,460.85
-15.26141,133.11963,173.5,460.912
-15.26192,133.11985,174,460.973
-15.26243,133.12007,173.9,461.035
-15.262925,133.12031,173.5,461.096
-15.26342,133.12055,173.8,461.156
-15.2641,133.12091,174.6,461.241
-15.26478,133.12127,174.1,461.326
-15.26554,133.121691,175,461.422
-15.2663,133.122111,174.7,461.518
-15.26706,133.122532,173.7,461.614
-15.26782,133.122952,175.2,461.71
-15.26858,133.123373,175.5,461.806
-15.26934,133.123793,175.3,461.902
-15.2701,133.124214,176.1,461.998
-15.27086,133.124634,177,462.094
-15.27162,133.125055,176.1,462.19
-15.27238,133.125475,177,462.285
-15.27314,133.125896,177,462.381
-15.2739,133.126316,177,462.477
-15.27466,133.126737,177.4,462.573
-15.27542,133.127157,178.2,462.669
-15.27618,133.127578,179.5,462.765
-15.27694,133.127998,179.5,462.861
-15.2777,133.128419,179,462.957
-15.27846,133.128839,179.9,463.053
-15.27922,133.12926,181.4,463.149
-15.27993,133.12965,181,463.238
-15.28047,133.12995,180.6,463.306
-15.28101,133.13025,180.6,463.374
-15.28155,133.13055,181,463.443
-15.28199,133.130795,181,463.498
-15.28243,133.13104,181,463.554
-15.283155,133.131445,181.5,463.646
-15.28388,133.13185,184,463.737
-15.284493,133.132193,184.8,463.815
-15.285107,133.132537,185.2,463.892
-15.28572,133.13288,185.2,463.97
-15.28636,133.133235,185.4,464.051
-15.287,133.13359,186.4,464.132
-15.28759,133.133915,186.7,464.206
-15.28818,133.13424,186.2,464.28
-15.288905,133.134645,186.1,464.372
-15.28963,133.13505,186.2,464.464
-15.29005,133.13528,186.5,464.517
-15.29047,133.13551,186.5,464.569
-15.29081,133.1357,186.2,464.612
-15.291542,133.136107,185.9,464.705
-15.292275,133.136515,184.9,464.798
-15.293008,133.136923,185.3,464.89
-15.29374,133.13733,185,464.983
-15.294307,133.137643,185,465.054
-15.294873,133.137957,185.2,465.126
-15.29544,133.13827,184.9,465.197
-15.29623,133.138707,183.9,465.297
-15.29702,133.139143,184,465.396
-15.29781,133.13958,184.5,465.496
-15.29825,133.13982,184.2,465.551
-15.29869,133.14006,183.9,465.607
-15.299227,133.14036,183.2,465.675
-15.299763,133.14066,182.2,465.743
-15.3003,133.14096,182.6,465.81
-15.30099,133.14134,183.8,465.897
-15.30152,133.14161,184.1,465.963
-15.30188,133.14179,183.8,466.008
-15.30227,133.14196,182.4,466.055
-15.30265,133.14211,181.2,466.1
-15.30309,133.14228,181.1,466.152
-15.30359,133.14245,181.3,466.211
-15.30416,133.14264,181.4,466.277
-15.30443,133.14273,180.4,466.309
-15.304905,133.142885,179.2,466.364
-15.30538,133.14304,178.4,466.42
-15.30588,133.143205,178,466.478
-15.30638,133.14337,178,466.537
-15.307085,133.143605,177.9,466.619
-15.30779,133.14384,178,466.702
-15.30856,133.14409,177.3,466.791
-15.30933,133.14434,177.4,466.881
-15.30999,133.14456,178.6,466.958
-15.310495,133.14473,179,467.017
-15.311,133.1449,179.4,467.077
-15.311495,133.14506,179.9,467.134
-15.31199,133.14522,179.3,467.192
-15.312685,133.14545,178.9,467.273
-15.31338,133.14568,177.8,467.354
-15.31391,133.145855,177.9,467.416
-15.31444,133.14603,178.1,467.478
-15.31502,133.14622,177.5,467.546
-15.315635,133.14642,177,467.618
-15.31625,133.14662,177.9,467.69
-15.316745,133.146785,178,467.747
-15.31724,133.14695,178.2,467.805
-15.31769,133.1471,178,467.858
-15.31814,133.14725,178.8,467.911
-15.318923,133.14751,178.1,468.002
-15.319707,133.14777,178.5,468.094
-15.32049,133.14803,179.2,468.185
-15.321097,133.148227,180,468.256
-15.321703,133.148423,180.8,468.327
-15.32231,133.14862,181,468.397
-15.32293,133.148823,181,468.47
-15.32355,133.149027,181.5,468.542
-15.32417,133.14923,182,468.615
-15.324845,133.149455,181.6,468.694
-15.32552,133.14968,180.9,468.772
-15.3261,133.14987,180.3,468.84
-15.32668,133.15006,180.1,468.908
-15.327125,133.15021,180.8,468.96
-15.32757,133.15036,181,469.012
-15.3284,133.15064,180.6,469.109
-15.32887,133.15079,180.5,469.164
-15.32946,133.15098,179.9,469.233
-15.3301,133.15119,179.9,469.307
-15.33065,133.15137,178.5,469.372
-15.3312,133.15156,178,469.436
-15.33148,133.15165,177.9,469.469
-15.33197,133.15181,178.4,469.526
-15.33232,133.15192,178.5,469.567
-15.33286,133.1521,178.1,469.63
-15.33364,133.15236,177,469.721
-15.33432,133.15259,176.6,469.801
-15.334775,133.152735,176.9,469.854
-15.33523,133.15288,177,469.907
-15.33575,133.15306,177,469.968
-15.3363,133.15324,176.9,470.032
-15.33685,133.15342,176.1,470.096
-15.337693,133.153697,177,470.195
-15.338535,133.153975,178.2,470.293
-15.339378,133.154252,179.9,470.391
-15.340221,133.154529,180.3,470.49
-15.341063,133.154807,180.3,470.588
-15.341906,133.155084,180.4,470.687
-15.342749,133.155361,180.8,470.785
-15.343591,133.155639,180,470.883
-15.344434,133.155916,181.3,470.982
-15.345277,133.156193,180.8,471.08
-15.346119,133.156471,180.7,471.179
-15.346962,133.156748,181.2,471.277
-15.347805,133.157025,181,471.376
-15.348647,133.157303,180.9,471.474
-15.34949,133.15758,180.3,471.572
-15.350344,133.157861,181.1,471.672
-15.351197,133.158141,180.8,471.772
-15.352051,133.158422,180,471.871
-15.352904,133.158702,179.4,471.971
-15.353758,133.158983,178,472.071
-15.354611,133.159264,177.8,472.17
-15.355465,133.159544,178,472.27
-15.356318,133.159825,178.3,472.37
-15.357172,133.160105,177.5,472.469
-15.358025,133.160386,177.5,472.569
-15.358879,133.160666,178,472.669
-15.359732,133.160947,179.2,472.768
-15.360586,133.161228,179.9,472.868
-15.361439,133.161508,179.1,472.968
-15.362293,133.161789,179.9,473.067
-15.363146,133.162069,180.4,473.167
-15.364,133.16235,181.5,473.267
-15.36485,133.16263,180.4,473.366
-15.3657,133.162909,179,473.465
-15.36655,133.163189,180.1,473.565
-15.3674,133.163468,181,473.664
-15.36825,133.163748,180.4,473.763
-15.3691,133.164027,179.8,473.862
-15.36995,133.164307,179,473.962
-15.3708,133.164586,178.7,474.061
-15.37165,133.164866,177.6,474.16
-15.3725,133.165145,177.1,474.259
-15.37335,133.165425,177.4,474.359
-15.3742,133.165705,176.8,474.458
-15.37505,133.165984,177,474.557
-15.3759,133.166264,176.2,474.657
-15.37675,133.166543,176.5,474.756
-15.3776,133.166823,177.1,474.855
-15.37845,133.167102,177.3,474.954
-15.3793,133.167382,176.2,475.054
-15.38015,133.167661,176.1,475.153
-15.381,133.167941,176.6,475.252
-15.38185,133.16822,174.7,475.351
-15.3827,133.1685,174.7,475.451
-15.38355,133.16878,175,475.55
-15.3844,133.169059,175,475.649
-15.38525,133.169339,175.3,475.748
-15.3861,133.169618,176.3,475.848
-15.38695,133.169898,176.7,475.947
-15.3878,133.170177,179.1,476.046
-15.38865,133.170457,178.8,476.146
-15.3895,133.170736,178,476.245
-15.39035,133.171016,177.2,476.344
-15.3912,133.171295,177,476.443
-15.39205,133.171575,176.6,476.543
-15.3929,133.171855,176.2,476.642
-15.39375,133.172134,176.8,476.741
-15.3946,133.172414,178,476.84
-15.39545,133.172693,179,476.94
-15.3963,133.172973,179,477.039
-15.39715,133.173252,179,477.138
-15.398,133.173532,179,477.237
-15.39885,133.173811,178.9,477.337
-15.3997,133.174091,177.4,477.436
-15.40055,133.17437,177.9,477.535
-15.4014,133.17465,179.3,477.634
-15.40153,133.17469,179.4,477.65
-15.402,133.17485,179.2,477.705
-15.40265,133.17507,178.5,477.781
-15.403095,133.17521,178.3,477.833
-15.40354,133.17535,178,477.884
-15.40435,133.17562,178.2,477.979
-15.40515,133.17589,179.7,478.073
-15.40583,133.17611,180.4,478.152
-15.40627,133.176255,181,478.203
-15.40671,133.1764,181,478.255
-15.40753,133.17667,181,478.351
-15.40823,133.1769,181.9,478.432
-15.40828,133.17692,181.9,478.438
-15.4089,133.17712,180.3,478.51
-15.40904,133.17717,180,478.527
-15.40919,133.17721,180.1,478.544
-15.40961,133.17735,180.5,478.593
-15.41006,133.1775,180.8,478.646
-15.41061,133.17768,181,478.71
-15.41124,133.17789,180.8,478.784
-15.411966,133.178128,180,478.869
-15.412692,133.178366,180,478.953
-15.413418,133.178604,180,479.038
-15.414144,133.178842,180.4,479.123
-15.41487,133.17908,180.1,479.208
-15.41495,133.17911,180.1,479.217
-15.41522,133.17919,180.3,479.248
-15.41597,133.17945,181,479.336
-15.41656,133.17964,179.9,479.405
-15.41708,133.17982,180,479.466
-15.41775,133.18003,180,479.544
-15.41833,133.18022,180.6,479.612
-15.41876,133.18036,181.2,479.662
-15.41923,133.18052,181.7,479.717
-15.41956,133.18062,181.2,479.755
-15.42011,133.18078,180.6,479.819
-15.42055,133.18088,180.9,479.869
-15.42118,133.18101,181,479.941
-15.42178,133.18113,181,480.009
-15.42222,133.18123,181,480.059
-15.42271,133.18133,181,480.114
-15.4232,133.18143,181.3,480.17
-15.4238,133.18156,182.2,480.238
-15.42431,133.18166,182.6,480.296
-15.42476,133.18176,182.1,480.347
-15.4252,133.18185,181.4,480.397
-15.42577,133.18197,180.9,480.462
-15.42634,133.18209,180.8,480.527
-15.42708,133.18224,181.4,480.61
-15.42781,133.18239,182.7,480.693
-15.428305,133.18249,183.8,480.749
-15.4288,133.18259,183.1,480.806
-15.4296,133.18276,182.9,480.896
-15.430305,133.182905,183.3,480.976
-15.43101,133.18305,184.9,481.056
-15.43175,133.18321,186,481.141
-15.43254,133.18337,185.9,481.23
-15.43328,133.18352,185.4,481.314
-15.43396,133.18366,185.2,481.391
-15.43455,133.18379,185,481.458
-15.43534,133.18394,185.2,481.548
-15.43613,133.18413,184.7,481.638
-15.43646,133.18418,184,481.675
-15.43693,133.18428,183.8,481.729
-15.4374,133.18438,183.8,481.782
-15.43811,133.18452,184,481.863
-15.438907,133.184685,182.8,481.953
-15.439703,133.18485,182.7,482.043
-15.4405,133.185015,184.7,482.134
-15.441297,133.18518,184,482.224
-15.442093,133.185345,182.8,482.315
-15.44289,133.18551,182.6,482.405
-15.443365,133.18561,183.4,482.459
-15.44384,133.18571,184.3,482.513
-15.444698,133.185888,184,482.61
-15.445555,133.186065,182.5,482.708
-15.446413,133.186242,183.2,482.805
-15.44727,133.18642,184.2,482.902
-15.44813,133.186598,185,483
-15.44899,133.186775,184.8,483.098
-15.44985,133.186952,184.6,483.195
-15.45071,133.18713,184.2,483.293
-15.45147,133.18729,183.2,483.379
-15.45223,133.18745,184.6,483.466
-15.452883,133.187587,185.8,483.54
-15.453537,133.187723,186,483.614
-15.45419,133.18786,186.7,483.688
-15.45502,133.188032,186.9,483.782
-15.45585,133.188205,187.2,483.877
-15.45668,133.188378,188,483.971
-15.45751,133.18855,187.4,484.065
-15.458143,133.18868,187.6,484.137
-15.458777,133.18881,188,484.209
-15.45941,133.18894,188,484.281
-15.460013,133.189067,188,484.349
-15.460617,133.189193,188.2,484.418
-15.46122,133.18932,189,484.486
-15.461715,133.189425,189,484.542
-15.46221,133.18953,189,484.599
-15.462883,133.18967,189.5,484.675
-15.463557,133.18981,189.9,484.752
-15.46423,133.18995,189.5,484.828
-15.464855,133.19008,188.8,484.899
-15.46548,133.19021,188.4,484.97
-15.466295,133.190375,188.1,485.062
-15.46711,133.19054,188,485.155
-15.46796,133.19072,188,485.251
-15.46881,133.1909,187.7,485.348
-15.46936,133.19101,187.5,485.41
-15.46991,133.19112,187.4,485.473
-15.470692,133.191282,188.7,485.562
-15.471475,133.191445,189,485.65
-15.472258,133.191608,188,485.739
-15.47304,133.19177,187.8,485.828
-15.473863,133.191943,186.6,485.922
-15.474687,133.192117,186.7,486.015
-15.47551,133.19229,187.8,486.109
-15.476055,133.1924,187.4,486.17
-15.4766,133.19251,187,486.232
-15.4772,133.192633,187,486.3
-15.4778,133.192757,187.2,486.368
-15.4784,133.19288,187.8,486.436
-15.47915,133.193033,188.1,486.522
-15.4799,133.193187,188.8,486.607
-15.48065,133.19334,187.7,486.692
-15.48152,133.193525,187.6,486.791
-15.48239,133.19371,188,486.889
-15.48307,133.19385,187.7,486.967
-15.48375,133.19399,188.8,487.044
-15.484365,133.194115,189.7,487.114
-15.48498,133.19424,190.5,487.183
-15.4858,133.19441,190.4,487.276
-15.48659,133.19458,191,487.366
-15.48743,133.19475,190,487.461
-15.48803,133.19488,189.9,487.53
-15.48872,133.19502,189.9,487.608
-15.48944,133.19517,189.5,487.69
-15.49008,133.19531,189.1,487.763
-15.49034,133.19536,189.4,487.792
-15.49043,133.19538,189.6,487.802
-15.491267,133.195553,190,487.897
-15.492103,133.195727,190,487.992
-15.49294,133.1959,190,488.087
-15.493777,133.196073,190.8,488.182
-15.494613,133.196247,192.1,488.277
-15.49545,133.19642,192.3,488.372
-15.496287,133.196593,191,488.467
-15.497123,133.196767,191.6,488.562
-15.49796,133.19694,194.2,488.657
-15.498788,133.197112,196.5,488.751
-15.499617,133.197283,197.2,488.845
-15.500445,133.197455,197.7,488.939
-15.501273,133.197627,197.1,489.033
-15.502102,133.197798,197.7,489.127
-15.50293,133.19797,198.2,489.221
-15.50325,133.19804,198.1,489.258
-15.503985,133.19819,197.1,489.341
-15.50472,133.19834,197.3,489.424
-15.505385,133.19848,197.7,489.5
-15.50605,133.19862,197.6,489.575
-15.50692,133.19881,198.3,489.674
-15.507395,133.198905,198.9,489.728
-15.50787,133.199,199,489.782
-15.50853,133.19914,199,489.857
-15.50919,133.19928,198.1,489.932
-15.509655,133.199375,198,489.985
-15.51012,133.19947,197.8,490.038
-15.51098,133.19966,197,490.135
-15.51144,133.199755,197,490.188
-15.5119,133.19985,197,490.24
-15.51273,133.20002,197,490.334
-15.51354,133.20019,196.2,490.426
-15.51434,133.20035,196.4,490.517
-15.51479,133.200445,196.9,490.568
-15.51524,133.20054,196.3,490.619
-15.51599,133.20069,195.5,490.704
-15.51677,133.20085,195,490.793
-15.517463,133.200997,196,490.871
-15.518157,133.201143,194.3,490.95
-15.51885,133.20129,195,491.029
-15.519565,133.20144,195,491.11
-15.52028,133.20159,193.9,491.191
-15.520875,133.20171,194,491.259
-15.52147,133.20183,196,491.326
-15.522045,133.20195,195.2,491.391
-15.52262,133.20207,194.2,491.457
-15.52307,133.202165,193.9,491.508
-15.52352,133.20226,193.3,491.559
-15.524035,133.202365,192.5,491.617
-15.52455,133.20247,192.3,491.676
-15.52509,133.20258,193.1,491.737
-15.52563,133.20269,194.3,491.798
-15.526205,133.20281,193.7,491.864
-15.52678,133.20293,193.6,491.929
-15.52732,133.203045,194,491.99
-15.52786,133.20316,193.8,492.052
-15.528365,133.203265,193.4,492.109
-15.52887,133.20337,192.8,492.166
-15.52952,133.2035,192.5,492.24
-15.530005,133.2036,192.4,492.295
-15.53049,133.2037,192.1,492.35
-15.53097,133.2038,191.3,492.405
-15.53159,133.20393,191,492.475
-15.53229,133.20408,191.3,492.555
-15.53298,133.20422,190.4,492.633
-15.53379,133.20439,189.7,492.725
-15.534493,133.204538,190.8,492.805
-15.535195,133.204685,190.7,492.884
-15.535897,133.204833,190.1,492.964
-15.5366,133.20498,189.3,493.044
-15.53734,133.20513,190.7,493.128
-15.53747,133.20516,190.9,493.143
-15.53787,133.20524,191.4,493.188
-15.5382,133.20531,191.6,493.226
-15.53826,133.20532,191.5,493.232
-15.53844,133.20535,191.2,493.253
-15.53892,133.20545,190.5,493.307
-15.53935,133.20554,190.6,493.356
-15.53982,133.20564,191.3,493.409
-15.54058,133.2058,192,493.496
-15.54117,133.20592,191.6,493.563
-15.54124,133.20594,191.6,493.571
-15.541915,133.206075,191.2,493.647
-15.54259,133.20621,190.8,493.724
-15.543075,133.206315,190.6,493.779
-15.54356,133.20642,191,493.834
-15.54363,133.20643,191,493.842
-15.54444,133.2066,191.2,493.934
-15.545155,133.206745,191.9,494.015
-15.54587,133.20689,191.1,494.096
-15.54639,133.20699,190.3,494.155
-15.54698,133.20712,190.9,494.222
-15.547435,133.207215,191,494.274
-15.54789,133.20731,190.8,494.326
-15.54842,133.20741,190.3,494.385
-15.54919,133.20758,188,494.473
-15.54974,133.20769,188,494.535
-15.55028,133.20781,188.7,494.597
-15.5509,133.20793,189,494.667
-15.5516,133.20808,189.4,494.747
-15.55242,133.20825,190.6,494.84
-15.55321,133.20842,189.4,494.93
-15.553983,133.20858,189,495.017
-15.554757,133.20874,188.9,495.105
-15.55553,133.2089,188.7,495.193
-15.556355,133.209073,189.6,495.287
-15.55718,133.209245,188.4,495.38
-15.558005,133.209417,188.7,495.474
-15.55883,133.20959,189.1,495.568
-15.55936,133.2097,189.7,495.628
-15.55989,133.20981,189.2,495.688
-15.56038,133.209935,188.1,495.744
-15.56087,133.21006,187.5,495.8
-15.56155,133.21025,188.1,495.879
-15.562005,133.21039,188.2,495.932
-15.56246,133.21053,188.1,495.984
-15.5628,133.21065,187.9,496.024
-15.5633,133.21083,187.9,496.083
-15.56379,133.21103,188.4,496.142
-15.56453,133.21133,189,496.23
-15.565075,133.211585,189,496.297
-15.56562,133.21184,189.1,496.363
-15.566314,133.212184,190,496.449
-15.567008,133.212528,190.9,496.535
-15.567702,133.212872,192.4,496.62
-15.568396,133.213216,192.7,496.706
-15.56909,133.21356,191.2,496.791
-15.569673,133.213853,190.8,496.864
-15.570257,133.214147,191,496.936
-15.57084,133.21444,190.7,497.008
-15.57116,133.21461,190.7,497.048
-15.57183,133.21493,190.4,497.13
-15.57206,133.21505,190.9,497.159
-15.57236,133.2152,191.6,497.196
-15.5724,133.21522,191.7,497.201
-15.57259,133.21531,191.9,497.224
-15.57272,133.21538,192,497.24
-15.57291,133.21549,192,497.265
-15.57312,133.2156,191.7,497.291
-15.57378,133.21593,189.3,497.372
-15.57458,133.21633,188.1,497.471
-15.5753,133.21669,186.8,497.56
-15.57575,133.21691,187.3,497.615
-15.57629,133.21718,187.1,497.682
-15.576857,133.217467,186.4,497.752
-15.577423,133.217753,186.5,497.822
-15.57799,133.21804,184.9,497.893
-15.57849,133.21829,184.1,497.954
-15.57896,133.21852,184.5,498.012
-15.57954,133.21881,185.3,498.084
-15.58012,133.2191,185.7,498.156
-15.5807,133.21939,184.2,498.227
-15.5814,133.21974,185.3,498.314
