latitude,longitude,elevation,distance
-31.68534,137.19251,80,2615.208
-31.68561,137.19331,81.1,2615.29
-31.68586,137.194,80.9,2615.361
-31.68605,137.194485,80.2,2615.411
-31.68624,137.19497,80.7,2615.462
-31.68652,137.1956,82.8,2615.529
-31.68671,137.19603,84.4,2615.575
-31.68706,137.19679,86.3,2615.657
-31.68753,137.19768,87.6,2615.756
-31.68783,137.198205,88.5,2615.816
-31.68813,137.19873,89.5,2615.876
-31.688555,137.199395,90,2615.955
-31.68898,137.20006,89.9,2616.033
-31.689415,137.20067,89.1,2616.109
-31.68985,137.20128,89.4,2616.184
-31.6902,137.20171,89.6,2616.241
-31.69055,137.20214,90,2616.297
-31.69107,137.20272,89.1,2616.377
-31.69159,137.2033,89.2,2616.457
-31.691955,137.20367,88.5,2616.51
-31.69232,137.20404,87.7,2616.564
-31.69294,137.20462,86.8,2616.652
-31.69336,137.205,86.5,2616.711
-31.69401,137.20559,86.3,2616.803
-31.69466,137.20618,84.6,2616.894
-31.69531,137.20677,83.1,2616.985
-31.69571,137.20716,81.9,2617.043
-31.69635,137.20778,80.6,2617.136
-31.6966,137.20805,80.1,2617.173
-31.696965,137.20847,79.6,2617.23
-31.69733,137.20889,78.5,2617.287
-31.697845,137.209565,77.1,2617.373
-31.69836,137.21024,75.1,2617.459
-31.69864,137.2107,73.7,2617.512
-31.69892,137.21116,73,2617.566
-31.69941,137.21194,72.6,2617.658
-31.699705,137.212505,73.3,2617.721
-31.7,137.21307,74.5,2617.783
-31.70023,137.213575,75,2617.838
-31.70046,137.21408,75.2,2617.892
-31.70068,137.214635,74.9,2617.95
-31.7009,137.21519,73.7,2618.008
-31.7011,137.215805,72.9,2618.07
-31.7013,137.21642,72.9,2618.133
-31.701583,137.21735,70.6,2618.226
-31.701867,137.21828,68.9,2618.32
-31.70215,137.21921,67.8,2618.413
-31.70232,137.21977,66.3,2618.47
-31.70249,137.22034,64.6,2618.527
-31.70275,137.22101,63,2618.597
-31.70311,137.2218,63.7,2618.681
-31.703375,137.222295,65.8,2618.737
-31.70364,137.22279,68,2618.792
-31.70406,137.22345,67.6,2618.87
-31.70463,137.22421,66.1,2618.966
-31.70519,137.22487,64,2619.054
-31.70561,137.2253,64.5,2619.116
-31.70602,137.225655,65.3,2619.173
-31.70643,137.22601,65.9,2619.23
-31.70686,137.22634,66.5,2619.287
-31.70753,137.22677,68.4,2619.372
-31.70819,137.22714,70.3,2619.453
-31.70882,137.22744,72.3,2619.529
-31.70927,137.22761,73.4,2619.582
-31.70972,137.22778,74,2619.634
-31.71038,137.22795,75.1,2619.71
-31.71091,137.22806,76.1,2619.769
-31.71138,137.22814,77.1,2619.822
-31.712185,137.22822,78,2619.912
-31.71299,137.2283,78.1,2620.002
-31.713435,137.22838,78.3,2620.052
-31.71388,137.22846,78.4,2620.102
-31.71437,137.228595,78.8,2620.158
-31.71486,137.22873,79.3,2620.214
-31.71546,137.22893,81.8,2620.284
-31.71619,137.22922,83,2620.37
-31.71661,137.22943,83,2620.42
-31.71703,137.22964,83,2620.471
-31.71777,137.23006,83,2620.563
-31.71802,137.23022,83,2620.594
-31.71828,137.23039,83.3,2620.628
-31.71875,137.23073,84.5,2620.689
-31.71919,137.23108,84.9,2620.748
-31.719888,137.231675,83.6,2620.844
-31.720585,137.232269,82.6,2620.94
-31.721283,137.232864,82.8,2621.036
-31.721981,137.233458,83.2,2621.132
-31.722678,137.234053,82.6,2621.228
-31.723376,137.234648,82,2621.324
-31.724074,137.235242,81.8,2621.42
-31.724772,137.235837,81.1,2621.516
-31.725469,137.236432,81.5,2621.611
-31.726167,137.237026,81.4,2621.707
-31.726865,137.237621,82.2,2621.803
-31.727562,137.238215,82.3,2621.899
-31.72826,137.23881,82.9,2621.995
-31.728957,137.239399,84.8,2622.091
-31.729654,137.239987,83.8,2622.186
-31.730351,137.240576,82.9,2622.282
-31.731049,137.241164,82.7,2622.377
-31.731746,137.241753,83.7,2622.473
-31.732443,137.242341,84.2,2622.568
-31.73314,137.24293,84,2622.664
-31.733685,137.243418,84.5,2622.74
-31.73423,137.243905,85.9,2622.816
-31.734775,137.244393,85.9,2622.893
-31.73532,137.24488,85.1,2622.969
-31.735843,137.245402,85,2623.045
-31.736365,137.245925,85.4,2623.122
-31.736887,137.246448,86.2,2623.198
-31.73741,137.24697,86.6,2623.274
-31.738055,137.247655,87.3,2623.371
-31.7387,137.24834,87.6,2623.468
-31.73929,137.249015,87.7,2623.559
-31.73988,137.24969,88,2623.651
-31.740432,137.250337,88.5,2623.738
-31.740983,137.250983,87.9,2623.824
-31.741535,137.25163,87.4,2623.911
-31.742087,137.252277,89.9,2623.998
-31.742638,137.252923,90.4,2624.085
-31.74319,137.25357,89.6,2624.171
-31.74382,137.254298,88.7,2624.27
-31.74445,137.255027,89.3,2624.368
-31.74508,137.255755,90.9,2624.466
-31.74571,137.256483,90.2,2624.565
-31.74634,137.257212,90.3,2624.663
-31.74697,137.25794,91.4,2624.761
-31.7476,137.258668,92.4,2624.86
-31.74823,137.259397,93.9,2624.958
-31.74886,137.260125,93.4,2625.056
-31.74949,137.260853,92.5,2625.155
-31.75012,137.261582,93.1,2625.253
-31.75075,137.26231,93.2,2625.352
-31.75138,137.263038,94,2625.45
-31.75201,137.263767,95.5,2625.548
-31.75264,137.264495,94,2625.647
-31.75327,137.265223,95,2625.745
-31.7539,137.265952,95.1,2625.843
-31.75453,137.26668,96.1,2625.942
-31.75516,137.267408,97,2626.04
-31.75579,137.268137,97.2,2626.138
-31.75642,137.268865,97.5,2626.237
-31.75705,137.269593,97.7,2626.335
-31.75768,137.270322,98.8,2626.433
-31.75831,137.27105,98.1,2626.532
-31.75894,137.271778,98.5,2626.63
-31.75957,137.272507,99.5,2626.728
-31.7602,137.273235,99.6,2626.827
-31.76083,137.273963,100.3,2626.925
-31.76146,137.274692,100.5,2627.023
-31.76209,137.27542,101.8,2627.122
-31.76272,137.276148,101.9,2627.22
-31.76335,137.276877,101,2627.318
-31.76398,137.277605,100.3,2627.417
-31.76461,137.278333,102,2627.515
-31.76524,137.279062,102.1,2627.613
-31.76587,137.27979,102,2627.712
-31.7665,137.280518,102,2627.81
-31.76713,137.281247,102.2,2627.908
-31.76776,137.281975,102,2628.007
-31.76839,137.282703,101.4,2628.105
-31.76902,137.283432,101.5,2628.203
-31.76965,137.28416,103,2628.302
-31.77028,137.284888,103.6,2628.4
-31.77091,137.285617,103.8,2628.498
-31.77154,137.286345,104.5,2628.597
-31.77217,137.287073,104.8,2628.695
-31.7728,137.287802,104.5,2628.793
-31.77343,137.28853,103.6,2628.892
-31.77355,137.28867,103.5,2628.911
-31.774113,137.28933,104,2628.999
-31.774675,137.28999,104,2629.087
-31.775238,137.29065,104.1,2629.176
-31.7758,137.29131,105.7,2629.264
-31.77623,137.29178,105.5,2629.33
-31.77681,137.29234,104.7,2629.413
-31.77702,137.29253,104.4,2629.443
-31.77741,137.292865,104.3,2629.496
-31.7778,137.2932,105.3,2629.55
-31.77816,137.29347,105.6,2629.598
-31.77869,137.29387,104.2,2629.668
-31.7791,137.29414,102.7,2629.72
-31.77951,137.29441,101.5,2629.772
-31.77964,137.29449,101.2,2629.789
-31.780396,137.294916,100.5,2629.882
-31.781153,137.295343,99.3,2629.975
-31.781909,137.295769,99,2630.069
-31.782665,137.296195,98.9,2630.162
-31.783421,137.296621,97.3,2630.255
-31.784178,137.297047,98,2630.349
-31.784934,137.297474,97.9,2630.442
-31.78569,137.2979,96.2,2630.536
-31.78643,137.298313,94.6,2630.627
-31.78717,137.298727,92.8,2630.718
-31.78791,137.29914,92,2630.809
-31.78865,137.299553,92,2630.9
-31.78939,137.299967,91.6,2630.991
-31.79013,137.30038,91,2631.083
-31.7909,137.300817,91,2631.178
-31.79167,137.301254,91.9,2631.273
-31.79244,137.301691,91.1,2631.368
-31.79321,137.302129,90.7,2631.463
-31.79398,137.302566,90.7,2631.559
-31.79475,137.303003,89.5,2631.654
-31.79552,137.30344,87.6,2631.749
-31.796318,137.303885,88.8,2631.847
-31.797115,137.30433,90,2631.945
-31.797913,137.304775,89.4,2632.044
-31.79871,137.30522,89.5,2632.142
-31.799467,137.305646,87.3,2632.235
-31.800224,137.306073,87.9,2632.329
-31.800981,137.306499,89,2632.422
-31.801739,137.306926,89.7,2632.516
-31.802496,137.307352,90,2632.609
-31.803253,137.307779,89.2,2632.703
-31.80401,137.308205,89.5,2632.796
-31.804767,137.308631,90,2632.889
-31.805524,137.309058,90.8,2632.983
-31.806281,137.309484,92.1,2633.076
-31.807039,137.309911,91.7,2633.17
-31.807796,137.310337,92.5,2633.263
-31.808553,137.310764,93.3,2633.357
-31.80931,137.31119,93.9,2633.45
-31.810054,137.31161,94.3,2633.542
-31.810799,137.31203,93.3,2633.634
-31.811543,137.31245,93.1,2633.726
-31.812288,137.31287,93.6,2633.818
-31.813032,137.31329,91.9,2633.91
-31.813777,137.31371,91.5,2634.002
-31.814521,137.31413,91.6,2634.093
-31.815266,137.31455,92.5,2634.185
-31.81601,137.31497,93.4,2634.277
-31.816783,137.315407,94,2634.373
-31.817556,137.315843,94.2,2634.468
-31.818329,137.31628,94.1,2634.564
-31.819101,137.316717,94.8,2634.659
-31.819874,137.317153,94.5,2634.754
-31.820647,137.31759,95,2634.85
-31.82142,137.318027,94.1,2634.945
-31.822193,137.318463,94.9,2635.041
-31.822966,137.3189,96.7,2635.136
-31.823739,137.319337,96.4,2635.232
-31.824511,137.319773,96.5,2635.327
-31.825284,137.32021,97,2635.422
-31.826057,137.320647,96.3,2635.518
-31.82683,137.321083,97.7,2635.613
-31.827603,137.32152,97.4,2635.709
-31.828376,137.321957,95,2635.804
-31.829149,137.322393,95.5,2635.9
-31.829921,137.32283,96.2,2635.995
-31.830694,137.323267,96,2636.09
-31.831467,137.323703,95.1,2636.186
-31.83224,137.32414,93.8,2636.281
-31.832855,137.32448,94.3,2636.357
-31.83347,137.32482,94.1,2636.433
-31.834237,137.325254,94.4,2636.527
-31.835005,137.325688,93,2636.622
-31.835772,137.326122,92.7,2636.717
-31.836539,137.326556,93,2636.812
-31.837307,137.32699,92.6,2636.906
-31.838074,137.327424,91.8,2637.001
-31.838841,137.327858,92.9,2637.096
-31.839609,137.328292,93,2637.191
-31.840376,137.328726,94,2637.286
-31.841143,137.32916,92.9,2637.38
-31.841911,137.329594,91.4,2637.475
-31.842678,137.330028,90.4,2637.57
-31.843445,137.330462,91.4,2637.665
-31.844213,137.330896,92.6,2637.759
-31.84498,137.33133,92.6,2637.854
-31.84573,137.331751,92.9,2637.947
-31.84648,137.332172,92.6,2638.039
-31.84723,137.332593,91.1,2638.132
-31.84798,137.333014,90.6,2638.224
-31.84873,137.333436,90.6,2638.317
-31.84948,137.333857,90,2638.409
-31.85023,137.334278,89.2,2638.502
-31.85098,137.334699,87.5,2638.594
-31.85173,137.33512,85.7,2638.687
-31.852385,137.335505,85.2,2638.768
-31.85304,137.33589,85,2638.85
-31.85354,137.33618,85.4,2638.912
-31.85404,137.33647,86.2,2638.974
-31.854792,137.336897,87,2639.067
-31.855544,137.337323,88,2639.16
-31.856297,137.33775,88.5,2639.253
-31.857049,137.338177,87.8,2639.346
-31.857801,137.338603,87,2639.438
-31.858553,137.33903,87.5,2639.531
-31.859306,137.339457,87,2639.624
-31.860058,137.339883,85.3,2639.717
-31.86081,137.34031,84.7,2639.81
-31.861614,137.340764,85,2639.91
-31.862418,137.341219,85,2640.009
-31.863221,137.341673,83.3,2640.108
-31.864025,137.342128,83,2640.207
-31.864829,137.342582,83.5,2640.307
-31.865633,137.343036,83.3,2640.406
-31.866436,137.343491,84.7,2640.505
-31.86724,137.343945,86,2640.604
-31.868044,137.344399,86.5,2640.704
-31.868848,137.344854,88.7,2640.803
-31.869651,137.345308,91.7,2640.902
-31.870455,137.345763,91,2641.001
-31.871259,137.346217,88.2,2641.101
-31.872063,137.346671,87.6,2641.2
-31.872866,137.347126,86.4,2641.299
-31.87367,137.34758,85.9,2641.398
-31.874459,137.348024,86.9,2641.496
-31.875248,137.348469,88.7,2641.593
-31.876037,137.348913,88.9,2641.69
-31.876826,137.349358,87.5,2641.788
-31.877614,137.349802,87.1,2641.885
-31.878403,137.350247,86.9,2641.982
-31.879192,137.350691,86,2642.08
-31.879981,137.351136,86.6,2642.177
-31.88077,137.35158,87.3,2642.274
-31.88153,137.35195,85.5,2642.366
-31.882268,137.352369,85.1,2642.457
-31.883006,137.352788,86.5,2642.548
-31.883743,137.353207,87,2642.639
-31.884481,137.353626,87,2642.731
-31.885219,137.354044,87.2,2642.822
-31.885957,137.354463,87,2642.913
-31.886694,137.354882,88.2,2643.004
-31.887432,137.355301,89.2,2643.095
-31.88817,137.35572,89.8,2643.187
-31.88889,137.356117,90.9,2643.275
-31.88961,137.356513,91.4,2643.364
-31.89033,137.35691,89.8,2643.452
-31.8911,137.35735,89.9,2643.547
-31.89143,137.35754,90.6,2643.588
-31.892025,137.357885,90.9,2643.662
-31.89262,137.35823,89.6,2643.736
-31.893367,137.358651,90.1,2643.828
-31.894115,137.359073,91.6,2643.92
-31.894863,137.359494,91.5,2644.013
-31.89561,137.359915,89.8,2644.105
-31.896357,137.360336,89.2,2644.197
-31.897105,137.360757,90.1,2644.289
-31.897853,137.361179,91,2644.382
-31.8986,137.3616,91.1,2644.474
-31.89863,137.36161,91.1,2644.477
-31.899344,137.362014,91,2644.565
-31.900059,137.362419,91.8,2644.654
-31.900773,137.362823,93.6,2644.742
-31.901487,137.363227,91.8,2644.83
-31.902201,137.363631,91.6,2644.918
-31.902916,137.364036,91,2645.007
-31.90363,137.36444,91.5,2645.095
-31.90439,137.36487,92,2645.189
-31.905137,137.365297,92,2645.281
-31.905883,137.365723,90.9,2645.373
-31.90663,137.36615,90,2645.466
-31.90742,137.36657,90.6,2645.562
-31.90821,137.36699,91.7,2645.659
-31.90865,137.36728,91.8,2645.715
-31.90923,137.367607,91,2645.786
-31.90981,137.367933,92.1,2645.858
-31.91039,137.36826,92.2,2645.93
-31.910865,137.36853,92.4,2645.988
-31.91134,137.3688,93.1,2646.047
-31.9117,137.36899,93.9,2646.091
-31.91229,137.369325,93.7,2646.164
-31.91288,137.36966,94.5,2646.237
-31.91346,137.36999,94.7,2646.308
-31.91404,137.37032,94,2646.38
-31.914663,137.370672,94,2646.457
-31.915285,137.371025,94.9,2646.534
-31.915908,137.371378,95,2646.611
-31.91653,137.37173,94.9,2646.688
-31.91729,137.372167,94.5,2646.782
-31.91805,137.372603,94.7,2646.876
-31.91881,137.37304,95.1,2646.97
-31.91934,137.373335,95.9,2647.035
-31.91987,137.37363,96.7,2647.101
-31.92062,137.37402,97,2647.192
-31.92108,137.37424,96.7,2647.247
-31.921535,137.374435,96.1,2647.301
-31.92199,137.37463,96.8,2647.355
-31.92269,137.3749,97,2647.437
-31.923185,137.37505,97,2647.494
-31.92368,137.3752,97.1,2647.551
-31.924125,137.375315,97.3,2647.601
-31.92457,137.37543,97.3,2647.652
-31.92533,137.375585,96.9,2647.738
-31.92609,137.37574,97.5,2647.824
-31.926595,137.37584,98.5,2647.881
-31.9271,137.37594,99,2647.938
-31.92743,137.37602,99.2,2647.975
-31.92751,137.37604,99.3,2647.984
-31.92803,137.37619,99.5,2648.044
-31.92821,137.37625,99.4,2648.065
-31.92858,137.37636,99,2648.107
-31.92908,137.37655,99.1,2648.166
-31.92962,137.37677,99.5,2648.229
-31.92997,137.37692,99.7,2648.271
-31.93078,137.37732,99.3,2648.369
-31.93135,137.37764,99,2648.439
-31.93194,137.378027,99.7,2648.514
-31.93253,137.378413,100.8,2648.589
-31.93312,137.3788,101.4,2648.664
-31.933902,137.379319,102,2648.764
-31.934684,137.379838,102,2648.864
-31.935467,137.380357,101.3,2648.964
-31.936249,137.380877,101.5,2649.064
-31.937031,137.381396,102.3,2649.164
-31.937813,137.381915,103.7,2649.264
-31.938595,137.382434,104.6,2649.364
-31.939377,137.382953,105.8,2649.464
-31.94016,137.383472,106.9,2649.564
-31.940942,137.383991,108,2649.664
-31.941724,137.38451,108,2649.764
-31.942506,137.38503,109.9,2649.864
-31.943288,137.385549,111.8,2649.964
-31.94407,137.386068,112.9,2650.063
-31.944853,137.386587,113.4,2650.163
-31.945635,137.387106,114.8,2650.263
-31.946417,137.387625,115.2,2650.363
-31.947199,137.388144,114,2650.463
-31.947981,137.388663,116,2650.563
-31.948763,137.389183,116.8,2650.663
-31.949546,137.389702,117.9,2650.763
-31.950328,137.390221,118,2650.863
-31.95111,137.39074,119.3,2650.963
-31.951882,137.391255,119.2,2651.062
-31.952654,137.391769,118.6,2651.16
-31.953426,137.392284,119,2651.259
-31.954198,137.392799,118.8,2651.358
-31.95497,137.393313,120.6,2651.456
-31.955742,137.393828,120.7,2651.555
-31.956514,137.394343,120,2651.654
-31.957286,137.394857,120.1,2651.753
-31.958058,137.395372,121.4,2651.851
-31.95883,137.395887,120.8,2651.95
-31.959602,137.396401,121,2652.049
-31.960374,137.396916,121.8,2652.148
-31.961146,137.397431,121.7,2652.246
-31.961918,137.397945,121.3,2652.345
-31.96269,137.39846,122,2652.444
-31.963253,137.398827,122.9,2652.515
-31.963817,137.399193,122.4,2652.587
-31.96438,137.39956,123.1,2652.659
-31.965097,137.400042,124,2652.751
-31.965813,137.400523,124.6,2652.842
-31.96653,137.401005,125,2652.934
-31.967247,137.401487,124.6,2653.026
-31.967963,137.401968,126.6,2653.118
-31.96868,137.40245,128,2653.21
-31.969326,137.402874,128.4,2653.292
-31.969972,137.403298,129.1,2653.374
-31.970618,137.403722,130.3,2653.457
-31.971264,137.404146,130.8,2653.539
-31.97191,137.40457,130,2653.621
-31.972686,137.405086,131.5,2653.72
-31.973462,137.405602,133,2653.82
-31.974238,137.406118,134.1,2653.919
-31.975014,137.406634,134.9,2654.018
-31.97579,137.40715,136.3,2654.117
-31.97657,137.407663,137.3,2654.217
-31.97735,137.408177,138,2654.316
-31.97813,137.40869,138,2654.415
-31.97886,137.409167,137.8,2654.508
-31.97959,137.409643,136.4,2654.601
-31.98032,137.41012,133.6,2654.694
-31.981048,137.410592,130.8,2654.787
-31.981775,137.411065,129.7,2654.879
-31.982503,137.411537,128,2654.972
-31.983231,137.412009,125.3,2655.064
-31.983958,137.412482,122.6,2655.157
-31.984686,137.412954,120.9,2655.249
-31.985414,137.413426,119.2,2655.341
-31.986142,137.413898,119.1,2655.434
-31.986869,137.414371,118.8,2655.526
-31.987597,137.414843,116.9,2655.619
-31.988325,137.415315,116.2,2655.711
-31.989052,137.415788,115.5,2655.804
-31.98978,137.41626,114.1,2655.896
-31.990565,137.416772,113.3,2655.996
-31.99135,137.417285,113.3,2656.096
-31.992135,137.417798,113.7,2656.196
-31.99292,137.41831,112.9,2656.296
-31.993626,137.418772,109.8,2656.386
-31.994332,137.419234,109.2,2656.476
-31.995038,137.419696,110.7,2656.565
-31.995744,137.420158,109,2656.655
-31.99645,137.42062,109.3,2656.745
-31.99711,137.421048,111.1,2656.829
-31.99777,137.421475,111.9,2656.913
-31.99843,137.421903,111.3,2656.997
-31.99909,137.42233,113.8,2657.081
-31.99987,137.422838,113.6,2657.18
-32.00065,137.423347,114,2657.279
-32.00143,137.423855,114.9,2657.378
-32.00221,137.424363,116.6,2657.477
-32.00299,137.424872,117.6,2657.577
-32.00377,137.42538,119.5,2657.676
-32.004446,137.42582,120.9,2657.762
-32.005121,137.42626,121.8,2657.848
-32.005797,137.4267,121.7,2657.934
-32.006473,137.42714,120.4,2658.02
-32.007149,137.42758,119.9,2658.105
-32.007824,137.42802,120.7,2658.191
-32.0085,137.42846,120.3,2658.277
-32.00924,137.42896,120.3,2658.372
-32.00995,137.429418,121.9,2658.462
-32.01066,137.429877,121.8,2658.552
-32.01137,137.430335,121.6,2658.643
-32.01208,137.430793,122,2658.733
-32.01279,137.431252,122.8,2658.823
-32.0135,137.43171,123.5,2658.913
-32.014236,137.432191,126.1,2659.007
-32.014972,137.432672,126.7,2659.1
-32.015708,137.433153,126.3,2659.194
-32.016444,137.433634,126.8,2659.288
-32.01718,137.434115,127.4,2659.381
-32.017916,137.434596,128.5,2659.475
-32.018652,137.435077,128.5,2659.569
-32.019388,137.435558,128,2659.662
-32.020124,137.436039,129.6,2659.756
-32.02086,137.43652,131.6,2659.85
-32.021518,137.43695,132,2659.933
-32.022176,137.43738,131.5,2660.017
-32.022834,137.43781,133.1,2660.101
-32.023492,137.43824,134.6,2660.185
-32.02415,137.43867,133.6,2660.268
-32.024625,137.438975,133.2,2660.328
-32.0251,137.43928,133.5,2660.389
-32.025745,137.439705,133,2660.471
-32.02639,137.44013,134.1,2660.553
-32.02692,137.44047,134.6,2660.62
-32.02744,137.44081,135,2660.686
-32.02796,137.44115,135.2,2660.753
-32.028435,137.44146,135.6,2660.813
-32.02891,137.44177,136,2660.874
-32.029435,137.44211,135.4,2660.94
-32.02996,137.44245,135,2661.007
-32.030425,137.442755,135.7,2661.066
-32.03089,137.44306,136.4,2661.125
-32.03132,137.44334,137,2661.18
-32.03209,137.44384,136.7,2661.278
-32.03286,137.44434,135.6,2661.376
-32.03363,137.44484,135.4,2661.474
-32.0344,137.44534,132.8,2661.571
-32.03468,137.44554,131.9,2661.608
-32.03517,137.44583,130.4,2661.669
-32.03553,137.44604,129.5,2661.714
-32.03577,137.44617,128.6,2661.743
-32.0363,137.44643,126.4,2661.807
-32.03673,137.44661,124,2661.858
-32.0373,137.44681,120.5,2661.924
-32.03779,137.44696,118.1,2661.98
-32.03823,137.44706,116.1,2662.03
-32.03849,137.44711,115.3,2662.059
-32.03885,137.44716,114.2,2662.1
-32.03936,137.44721,113.3,2662.157
-32.03976,137.44723,112.4,2662.201
-32.04026,137.44723,111,2662.257
-32.0408,137.4472,110.2,2662.317
-32.04111,137.44718,109.8,2662.352
-32.04182,137.44714,108.7,2662.431
-32.0426,137.447063,107.7,2662.518
-32.04338,137.446987,107.3,2662.605
-32.04416,137.44691,107.4,2662.692
-32.04494,137.446833,107.5,2662.779
-32.04572,137.446757,105.4,2662.866
-32.0465,137.44668,104,2662.954
-32.047327,137.446607,103.7,2663.046
-32.048153,137.446533,102.5,2663.138
-32.04898,137.44646,102.1,2663.23
-32.04921,137.44644,102.2,2663.256
-32.050067,137.446363,101.7,2663.352
-32.050923,137.446287,102.3,2663.447
-32.05178,137.44621,101.7,2663.543
-32.05216,137.44618,101,2663.585
-32.05297,137.4461,100.7,2663.676
-32.05378,137.44602,100,2663.766
-32.054628,137.445943,98.1,2663.861
-32.055477,137.445867,97.6,2663.956
-32.056325,137.44579,95.7,2664.051
-32.057173,137.445713,96.9,2664.145
-32.058022,137.445637,96.8,2664.24
-32.05887,137.44556,93.9,2664.335
-32.059375,137.445515,93.1,2664.391
-32.05988,137.44547,93,2664.447
-32.06002,137.44545,93,2664.463
-32.06036,137.44542,92.4,2664.501
-32.061252,137.445338,90,2664.601
-32.062143,137.445257,89,2664.7
-32.063035,137.445175,87.8,2664.8
-32.063926,137.445094,87.6,2664.899
-32.064818,137.445012,88,2664.999
-32.065709,137.444931,85.6,2665.098
-32.066601,137.444849,84.7,2665.198
-32.067493,137.444767,84.8,2665.297
-32.068384,137.444686,84.7,2665.397
-32.069276,137.444604,84.6,2665.497
-32.070167,137.444523,84,2665.596
-32.071059,137.444441,83.2,2665.696
-32.071951,137.444359,83,2665.795
-32.072842,137.444278,82.5,2665.895
-32.073734,137.444196,82.2,2665.994
-32.074625,137.444115,80.3,2666.094
-32.075517,137.444033,77.3,2666.193
-32.076408,137.443952,75.3,2666.293
-32.0773,137.44387,74,2666.392
-32.078192,137.443788,72.7,2666.492
-32.079083,137.443707,72,2666.592
-32.079975,137.443625,74.1,2666.691
-32.080866,137.443544,75,2666.791
-32.081758,137.443462,76.6,2666.89
-32.082649,137.443381,75.6,2666.99
-32.083541,137.443299,75.3,2667.089
-32.084433,137.443217,75.5,2667.189
-32.085324,137.443136,74.9,2667.288
-32.086216,137.443054,74.1,2667.388
-32.087107,137.442973,73.8,2667.488
-32.087999,137.442891,73.1,2667.587
-32.088891,137.442809,73,2667.687
-32.089782,137.442728,72.9,2667.786
-32.090674,137.442646,72.4,2667.886
-32.091565,137.442565,70.5,2667.985
-32.092457,137.442483,68.9,2668.085
-32.093348,137.442402,70,2668.184
-32.09424,137.44232,69.9,2668.284
-32.095045,137.442245,69.8,2668.374
-32.09585,137.44217,68.7,2668.464
-32.096737,137.442089,67.4,2668.563
-32.097623,137.442008,66.6,2668.662
-32.09851,137.441927,64.8,2668.761
-32.099397,137.441846,64.9,2668.86
-32.100283,137.441764,65.9,2668.959
-32.10117,137.441683,65.3,2669.058
-32.102057,137.441602,64.2,2669.157
-32.102943,137.441521,64.1,2669.256
-32.10383,137.44144,64.1,2669.355
-32.104717,137.441359,63.2,2669.454
-32.105603,137.441278,64,2669.553
-32.10649,137.441197,63.7,2669.652
-32.107377,137.441116,63.1,2669.751
-32.108263,137.441034,63,2669.85
-32.10915,137.440953,62,2669.949
-32.110037,137.440872,61.9,2670.048
-32.110923,137.440791,62,2670.147
-32.11181,137.44071,61.4,2670.246
-32.112679,137.44063,61,2670.343
-32.113547,137.44055,61,2670.44
-32.114416,137.44047,59.8,2670.537
-32.115284,137.44039,58.7,2670.634
-32.116153,137.44031,58,2670.731
-32.117021,137.44023,58,2670.828
-32.11789,137.44015,57,2670.925
-32.11843,137.4401,56.7,2670.985
-32.11876,137.44007,56.4,2671.022
-32.119335,137.440015,56.1,2671.086
-32.11991,137.43996,56.5,2671.15
-32.120395,137.439905,56.2,2671.204
-32.12088,137.43985,55.3,2671.259
-32.12157,137.439815,54.6,2671.335
-32.12226,137.43978,55.4,2671.412
-32.12241,137.43977,55.7,2671.429
-32.122935,137.439765,55.6,2671.488
-32.12346,137.43976,55,2671.546
-32.12382,137.43976,55,2671.586
-32.124577,137.439843,54.6,2671.671
-32.125333,137.439927,53.9,2671.755
-32.12609,137.44001,53,2671.84
-32.12686,137.44018,52.3,2671.927
-32.12763,137.44035,53,2672.014
-32.1284,137.44052,52.8,2672.101
-32.12851,137.44056,52.8,2672.114
-32.12929,137.44078,53,2672.204
-32.12991,137.440995,53.6,2672.275
-32.13053,137.44121,53.7,2672.347
-32.131213,137.441513,53.8,2672.429
-32.131897,137.441817,54.3,2672.51
-32.13258,137.44212,53.9,2672.591
-32.13266,137.44215,53.9,2672.601
-32.13288,137.44228,53.9,2672.628
-32.13328,137.44249,54,2672.677
-32.13361,137.44267,54,2672.717
-32.134165,137.44299,54,2672.786
-32.13472,137.44331,54.2,2672.855
-32.13516,137.443625,53.4,2672.912
-32.1356,137.44394,53,2672.969
-32.13599,137.44422,53,2673.02
-32.1367,137.44477,53,2673.115
-32.13707,137.44506,53,2673.164
-32.13771,137.44561,53.9,2673.252
-32.13816,137.44601,54.9,2673.315
-32.13834,137.44618,54.8,2673.34
-32.13866,137.44649,54.1,2673.386
-32.13884,137.44668,53.9,2673.413
-32.13938,137.44719,53.7,2673.49
-32.13992,137.4477,55,2673.567
-32.14056,137.448315,55,2673.659
-32.1412,137.44893,55,2673.751
-32.14163,137.44932,55.6,2673.811
-32.14192,137.44961,55.6,2673.854
-32.142517,137.450187,55.9,2673.939
-32.143113,137.450763,55.8,2674.025
-32.14371,137.45134,55,2674.111
-32.14415,137.451755,55.6,2674.174
-32.14459,137.45217,56,2674.237
-32.145175,137.452735,55.9,2674.321
-32.14576,137.4533,55.7,2674.405
-32.146345,137.453865,55.8,2674.489
-32.14693,137.45443,55.8,2674.573
-32.147544,137.455016,55.2,2674.661
-32.148158,137.455602,56.2,2674.749
-32.148772,137.456188,57,2674.837
-32.149386,137.456774,57.9,2674.925
-32.15,137.45736,57.1,2675.012
-32.150624,137.457959,56.8,2675.102
