,latitude,longitude,elevation,distance,speedMin,speedMax,heading,car__rSOC,simName,d_distance,d_elevation,inclination_angle,inclination_angle_deg,stintNumber,speed,time,day,time_unix,d_time,d_timeDriving,solar__sunElevationAngle,solar__sunAzimuthAngle,weather__airTemp,weather__airPressure,weather__humidity,weather__windSpeed,weather__windDirection,weather__windHeading,weather__airDensity,weather__cloudCover,weather__dewPoint,aero__headingDeltaCarWind,aero__vTailwind,aero__vCrossWind,aero__airSpeedForward,aero__dragForce,aero__dragPower,aero__d_dragEnergy,aero__dragEnergy,car__ForceNormal,car__ForceLongitudinal,mech__tyreRollingResistanceForce,mech__tyreRollingResistancePower,mech__d_tyreRollingResistanceEnergy,mech__tyreRollingResistanceEnergy,mech__chassisRollingResistanceForce,mech__chassisRollingResistancePower,mech__d_chassisRollingResistanceEnergy,mech__chassisRollingResistanceEnergy,mech__gravityResistanceForce,mech__gravityRollingResistancePower,mech__d_gravityRollingResistanceEnergy,mech__gravityRollingResistanceEnergy,mech__totalResistiveForce,mech__totalResistivePower,mech__d_totalResistiveEnergy,mech__totalResistiveEnergy,mech__gravitysRollingResistanceEnergy,elec__motorTorque,elec__motorSpeed,elec__motorSpeedRPM,elec__motorPowerTractive,elec__motorTempWinding,elec__motorTempMagnet,elec__motorMagnetRemanence,elec__motorCurrentPerPhase,elec__motorResistanceWinding,elec__motorPowerWinding,elec__motorPowerEddyCurrent,elec__motorPowerLossTotal,elec__motorPowerTotal,elec__efficiencyMotorController,elec__motorControllerPowerLoss,elec__batteryCellVoltage,elec__batteryPackVoltage,elec__batteryPackCurrent,elec__batteryPackPowerLoss,elec__totalLossesPower,elec__d_totalLossesEnergy,elec__totalLossesEnergy,solar__sunAzimuthRelativeCar,solar__rotationX,solar__rotationY,solar__projectedAreaRatio,solar__projectedArea,solar__powerIncidentOnArray,solar__powerCapturedArray,solar__d_energyCapturedArray,solar__energyCapturedArray,car__powerUsed,car__d_energyUsed,car__energyUsed,car__SOC_Delta,car__powerDelta,car__SOC,sens__powerPerKph,sens__energyPerKph,onSpeedMin,onSpeedMax,sens_powerPerKphDeltaToMax,sens_powerPerKphDeltaToMin,sens_powerPerKphDeltaToMax_gated,sens_powerPerKphDeltaToMin_gated,sens_powerPerKph_weightAdd,sens_powerPerKph_weightSubtract
0,-12.46322,130.84618,24.7,0.0,0,999,70.88808925918482,1.0,20191010_Baseline,0.0,0.0,0.0,0.0,1,88.21137950310518,2019-10-13 08:30:00.000000,1,1570955400.0,0,0,30,91,30,101250,0,0,0,180,1.225,0.0,6.0,109.11191074081518,-0.0,0.0,88.21137950310518,102.96943995090318,2523.0767624253667,0,0,8433.719,0.0,50.60231399999999,1239.916645552581,0,0,0,0.0,0,0,0.0,0.0,0,0,50.60231399999999,1239.916645552581,0,0,,20.655400906396476,91.08981774380955,869.8436855560277,1881.4967039889736,323.8673833652723,313.075,1.2959100000000001,15.016590270209235,0.0642275,43.44951517555363,2.0831955173526184,45.53271069290625,1927.0294146818799,0.9892340576919727,20.972071617449956,4.1,131.2,14.847572304110747,3.2332725821116823,73.6828019888917,0,0,20.111910740815176,-30.7769355322472,-58.4150700690046,0.35419800429234966,1.59665375058362,1596.65375058362,376.7144859126993,0,0,3836.6762099668395,0,0,0,-3459.96172405414,100800000.0,101.86202703502204,0.0,False,False,-0.6035382571826631,0.39085374308797327,-0.6035382571826631,0.39085374308797327,0.01025747343556801,0.009868566925169249
1,-12.44067375,130.9112459375,29.17812499999999,10.0,0,999,93.43669667064825,0.9859673412698413,20191010_Baseline,10.0,4.4781249999999915,0.0004478124700658217,0.025657764548100096,1,87.70980230191685,2019-10-13 08:36:49.274195,1,1570955809.274195,0:06:49.274195,0:06:49.274195,31,91,30,101250,0,0,0,180,1.225,0.0,6.0,86.56330332935175,0.0,0.0,87.70980230191685,101.80178360361036,2480.2817538486624,1023856,1023856,8433.718154367842,3.7767244110028417,50.60230892620705,1232.866253316151,506023,506023,0,0.0,0,0,3.7767244110028417,92.01548651052296,18883,0,54.37903333720989,1324.8817398266738,524906,524906,18883.0,21.006319878540324,90.57187350466424,864.8976824016709,1902.581746837668,324.6080898408811,313.8420392156306,1.2949895529412434,15.2608632463214,0.06457151708821034,45.11494643979434,2.0456905731313215,47.16063701292566,1949.7423838505938,0.9892599865772677,21.167599678095392,4.086288661706349,130.76123717460317,15.072585929245745,3.3320150833859534,73.97707255081141,30196,30196,-2.436696670648246,4.04737630402802,-58.97711355287977,0.4019686180389924,1.8119941214551172,1811.9941214551172,427.5218930161203,164466,164466,3879.1405662261477,1578958,1578958,-1414492,-3451.6186732100273,99385508.0,101.91014189766975,24060.0,False,False,-0.5554233945349552,0.4389686057356812,-0.5554233945349552,0.4389686057356812,0.009439734179454049,0.011083406876253862
2,-12.472121492537315,130.99440552238804,43.86268656716418,20.0,0,999,123.57302614037378,0.9716023710317461,20191010_Baseline,10.0,14.684561567164192,0.0014684551012093732,0.08413627970375323,1,86.5287616211872,2019-10-13 08:43:42.500741,1,1570956222.500741,0:06:53.226546,0:06:53.226546,33,91,30,101250,0,0,0,180,1.225,0.0,6.0,56.426973859626216,0.0,0.0,86.5287616211872,99.07865430477666,2381.4314611350096,1004402,2028258,8433.709906932861,12.384533236795818,50.60225944159717,1216.264123532064,506022,1012045,0,0.0,0,0,12.384533236795818,297.67175673232646,80806,0,62.98679267839299,1513.9358802643906,586829,1111735,80806.0,21.797802619236318,89.35229411522842,853.2515571023685,1947.6836706996999,326.23986065953176,314.61442706506983,1.2940626875219163,15.824532625171404,0.06491793303868382,48.76943479760593,1.9775117068594728,50.746946504465406,1998.4306172041652,0.9893022784073493,21.609830313436827,4.0722522251221,130.3120712039072,15.501560437610742,3.5243761813465118,74.6116642841134,30683,60879,-32.573026140373784,39.6595273522558,-52.381368943368344,0.38994466231883657,1.757792534306725,1757.7925343067252,414.73357054432876,173925,338391,3969.9790056835136,1621914,3200872,-2862481,-3555.245435139185,97937519.0,102.0287324541323,23840.0,False,False,-0.43683283807240514,0.5575591621982312,-0.43683283807240514,0.5575591621982312,0.00742422071672475,0.01407766972735907
3,-12.53598109589041,131.0548416438356,46.54931506849314,30.0,0,999,152.00015453968396,0.9574344246031746,20191010_Baseline,10.0,2.686628501328954,0.000268662843668892,0.015393247054210541,1,87.9137854358941,2019-10-13 08:50:35.244084,1,1570956635.244084,0:06:52.743343,0:06:52.743343,35,90,30,101250,0,0,0,180,1.225,0.0,6.0,27.99984546031604,0.0,0.0,87.9137854358941,102.27584678612155,2497.6269026748523,1006772,3035030,8433.718695628248,2.2658269019865704,50.602312173769484,1235.733559723584,506022,1518067,0,0.0,0,0,2.2658269019865704,55.33261669336778,73251,0,52.868139075756055,1291.0661764169517,579274,1691009,73251.0,20.86686609842254,90.78251284169154,866.9091399035206,1894.3465395459023,324.3281431174387,313.70893123820775,1.2951492825141508,15.161421433842548,0.06451181816033619,44.48774330505615,2.0576261838201604,46.54536948887631,1940.8919090347786,0.9892521039408975,21.087146964011218,4.058408314102564,129.86906605128206,15.107362481717187,3.347408550258609,73.91201330359989,30595,91474,-62.000154539683955,51.584424321003354,-33.840725334201096,0.4704684544361797,2.1207776814202397,2120.77768142024,500.3762861542914,188512,526903,3862.605092395404,1616641,4817513,-4290610,-3362.2288062411126,96509390.0,101.88860677266803,23880.0,False,False,-0.5769585195366744,0.4174334807339619,-0.5769585195366744,0.4174334807339619,0.009805735787484535,0.010539671972649477
4,-12.620045833333332,131.07305777777776,24.03888888888891,40.0,0,999,169.61124890536544,0.9446786507936508,20191010_Baseline,10.0,-22.510426179604227,-0.002251038815816283,-0.12897502366639968,1,90.79723090900079,2019-10-13 08:57:18.129152,1,1570957038.129152,0:06:42.885068,0:06:42.885068,37,90,30,101250,0,0,0,180,1.225,0.0,6.0,10.388751094634557,0.0,0.0,90.79723090900079,109.09487034238607,2751.5311481847584,1056853,4091883,8433.69763244082,-18.984612797616204,50.602185794644924,1276.2606522490375,506022,2024089,0,0.0,0,0,-18.984612797616204,-478.81951997309164,-83593,0,31.61757299702872,797.4411322759458,422428,2113437,-83593.0,18.92582362915129,93.76004843969515,895.3425104227821,1774.486140230352,320.66564816080427,311.9507929415431,1.2972590484701483,13.773501429445993,0.0637232931342821,36.26671196041755,2.2292180633281617,38.495930023745714,1812.9820702540978,0.9890873152310096,20.00278592178046,4.047567229624542,129.52215134798536,14.151902490032176,2.937386379948224,72.41763009105875,29412,120886,-79.61124890536544,52.54380430951533,-13.457844301461492,0.57225935472637,2.5796306979648223,2579.630697964822,608.63806687782,222911,749814,3621.389910551763,1508693,6326206,-5576392,-3012.751843673943,95223608.0,101.54679074509659,24390.0,False,False,-0.9187745471081143,0.075617453162522,-0.9187745471081143,0.075617453162522,0.015615092163718813,0.0019092458763462238
5,-12.708653820224722,131.0864979775281,55.517977528089894,50.0,0,999,163.43811722114296,0.9313363392857142,20191010_Baseline,10.0,31.479088639200985,0.003147898466092446,0.18036129644280283,1,84.56137831383792,2019-10-13 09:04:08.716350,1,1570957448.71635,0:06:50.587198,0:06:50.587198,38,90,30,101250,0,0,0,180,1.225,0.0,6.0,16.56188277885704,0.0,0.0,84.56137831383792,94.62441971069657,2222.658709134332,1018596,5110479,8433.677214057294,26.548447257571915,50.602063284343764,1188.605615791156,506021,2530110,0,0.0,0,0,26.548447257571915,623.6036922756977,37819,0,77.15051054191568,1812.2093080668535,543840,2657277,37819.0,23.10372811897635,87.32071283956829,833.8513849635136,2017.434008600593,329.0959816031434,315.952485397816,1.2924570175226209,16.75178287698949,0.0655180522009205,55.15746565471957,1.8666697368044727,57.02413539152405,2074.458143992117,0.9892271451438409,22.591208298428494,4.039745099587912,129.2718431868132,16.222011697164866,3.8595870647099884,75.92825315246854,30410,151296,-73.43811722114296,50.81644604417917,-20.044413600227628,0.5649224910346239,2.546557584087878,2546.5575840878782,600.8347963896939,247941,997755,4110.796270353654,1592846,7919052,-6921297,-3509.96147396396,93878703.0,102.2382781833403,23960.0,False,False,-0.2272871088644024,0.767104891406234,-0.2272871088644024,0.767104891406234,0.00386287274034073,0.019368436642458364
6,-12.788211025641026,131.12306820512822,33.784615384615414,60.0,0,999,161.82597548221693,0.9180186507936507,20191010_Baseline,10.0,-21.73336214347448,-0.0021733327925187473,-0.12452279648870564,1,90.69430619697746,2019-10-13 09:10:59.544679,1,1570957859.544679,0:06:50.828329,0:06:50.828329,40,89,30,101250,0,0,0,180,1.225,0.0,6.0,18.174024517783067,0.0,0.0,90.69430619697746,108.84767791500887,2742.184619348277,1017360,6127839,8433.699082197298,-18.32926363624822,50.60219449318379,1274.8141448899491,506021,3036131,0,0.0,0,0,-18.32926363624822,-461.76662460861695,41095,0,32.27293085693557,813.0475202813325,547117,3204394,41095.0,18.98072187982653,93.65376517655665,894.3275800209963,1777.6160698148046,320.76284987245975,311.99786906185807,1.2972025571257704,13.812852777776865,0.06374440677424334,36.48632350394992,2.223236655302363,38.709560159252284,1816.325629974057,0.9890828751558822,20.0479192978371,4.031937448946886,129.02199836630035,14.233026712687641,2.9711593912598393,72.49653647842702,30427,181723,-72.82597548221693,48.708483293555396,-19.38671382266621,0.5930806724073342,2.67348903303315,2673.48903303315,630.7830024538414,252481,1250236,3627.7286761080363,1594904,9513956,-8263720,-2996.945673654195,92536280.0,101.52368356405987,23940.0,False,False,-0.9418817281448355,0.05251027212580084,-0.9418817281448355,0.05251027212580084,0.016007811751639307,0.0013258185290441961
7,-12.873620597014925,131.14065343283582,52.93731343283581,70.0,0,999,180.96365472155378,0.9052673511904762,20191010_Baseline,10.0,19.152698048220394,0.001915267462925661,0.10973674226436925,1,86.012032029886,2019-10-13 09:17:47.000352,1,1570958267.000352,0:06:47.455673,0:06:47.455673,42,89,30,101250,0,0,0,180,1.225,0.0,6.0,-0.9636547215537803,0.0,-0.0,86.012032029886,97.89883839857939,2339.021673340901,1033732,7161571,8433.703531512167,16.15281771672625,50.602221189073,1208.9999638049785,506022,3542153,0,0.0,0,0,16.15281771672625,385.926854117769,-10882,0,66.75503890579925,1594.9268179227477,495139,3699533,-10882.0,22.145946497438928,88.81870304614417,848.1561377283016,1966.9742456318245,326.98128274422373,314.96344681939996,1.29364386381672,16.072070932896967,0.0650744683985009,50.428443617185565,1.9480019745150303,52.376445591700595,2019.350691223525,0.9893101417954505,21.81982337233724,4.02446203937729,128.78278526007327,15.849715553781314,3.684464419324734,74.98174558099205,30011,211734,-91.96365472155378,47.98326366640912,2.179380917233118,0.6708051888745035,3.023855605474859,3023.8556054748587,713.4484915557381,273551,1523787,4008.930236844641,1558882,11072838,-9549051,-3295.481745288903,91250949.0,102.07962633821353,24140.0,False,False,-0.38593895399117173,0.6084530462794646,-0.38593895399117173,0.6084530462794646,0.006559250422326112,0.01536267648505158
8,-12.95852231884058,131.1202034782609,90.47681159420294,80.0,0,999,188.47691197065288,0.8911286507936508,20191010_Baseline,10.0,37.539498161367135,0.0037539321825579963,0.21508447063890684,1,83.83579996309491,2019-10-13 09:24:50.909207,1,1570958690.909207,0:07:03.908855,0:07:03.908855,43,88,30,101250,0,0,0,180,1.225,0.0,6.0,-8.476911970652878,0.0,-0.0,83.83579996309491,93.00753799845907,2165.9337085274346,954531,8116102,8433.659576056903,31.65953481489844,50.601957456341424,1178.4043286252443,506020,4048173,0,0.0,0,0,31.65953481489844,737.2784521295736,239061,0,82.26149227123986,1915.6827807548177,745082,4444615,239061.0,23.57368457127451,86.5714580370662,826.6965286363006,2040.8082446411258,330.17441216137246,316.45327725391223,1.2918560672953054,17.084585974909665,0.06574265734837967,57.56750753523186,1.82680490734497,59.39431244257683,2100.2025570837027,0.989184505899171,22.96308548225505,3.9919284976190497,127.74171192380959,16.62077022916603,4.051666710824066,76.49220998240918,32036,243770,-100.47691197065288,46.519277725903734,11.034141194618797,0.6916096213601846,3.1176378254605175,3117.6378254605174,735.5754685391545,306468,1830255,4158.1086992646615,1731649,12804487,-10974232,-3422.533230725507,89825768.0,102.31426551216828,23280.0,False,False,-0.15129978003642464,0.8430922202342117,-0.15129978003642464,0.8430922202342117,0.0025714251848349763,0.021287021415573756
9,-13.04490891304348,131.11512478260872,62.13478260869565,90.0,0,999,184.33163603466693,0.8783595337301587,20191010_Baseline,10.0,-28.34202898550729,-0.0028341953098143615,-0.1623874295681357,1,91.46597701741315,2019-10-13 09:31:41.629516,1,1570959101.629516,0:06:50.720309,0:06:50.720309,45,87,30,101250,0,0,0,180,1.225,0.0,6.0,-4.3316360346669285,0.0,-0.0,91.46597701741315,110.70781475502446,2812.7773444530835,1018576,9134678,8433.685127411163,-23.902774833572895,50.60211076446698,1285.6587500598143,506020,4554193,0,0.0,0,0,-23.902774833572895,-607.3029593277722,38783,0,26.699335930894083,678.3557907320421,544804,4989419,38783.0,18.481261767256044,94.45061649877442,901.9369496314125,1745.5665675925627,319.88711669209255,311.57292897038127,1.2977124852355426,13.454667281571972,0.063553821143216,34.515077064123965,2.269794786628921,36.784871850752886,1782.3514394433155,0.9890952824764772,19.65032016542455,3.9370292973748486,125.98493751599516,14.303311134951798,3.0005757382074627,72.12835369296208,30467,274237,-97.33163603466693,44.764818552464256,7.2723378697129135,0.7151609157943766,3.2238023496355734,3223.8023496355736,760.6239263730172,306720,2136975,3563.261488878088,1593847,14398334,-12261359,-2802.637562505071,88538641.0,101.5361950822853,23950.0,False,False,-0.9293702099193979,0.06502179035123845,-0.9293702099193979,0.06502179035123845,0.015795171435455987,0.001641718676162437
