,latitude,longitude,elevation,distance,speedMin,speedMax,heading,car__rSOC,simName,d_distance,d_elevation,inclination_angle,inclination_angle_deg,stintNumber,speed,time,day,time_unix,d_time,d_timeDriving,solar__sunElevationAngle,solar__sunAzimuthAngle,weather__airTemp,weather__airPressure,weather__humidity,weather__windSpeed,weather__windDirection,weather__windHeading,weather__airDensity,weather__cloudCover,weather__dewPoint,weather__d_query_norm,weather__t_query_norm,weather__windGust,weather__precipProbability,weather__precipIntensity,weather__airDensity_dry,weather__airDensity_wet,aero__headingDeltaCarWind,aero__vTailwind,aero__vCrossWind,aero__airSpeedForward,aero__dragForce,aero__dragPower,aero__d_dragEnergy,aero__dragEnergy,car__ForceNormal,car__ForceLongitudinal,mech__tyreRollingResistanceForce,mech__tyreRollingResistancePower,mech__d_tyreRollingResistanceEnergy,mech__tyreRollingResistanceEnergy,mech__chassisRollingResistanceForce,mech__chassisRollingResistancePower,mech__d_chassisRollingResistanceEnergy,mech__chassisRollingResistanceEnergy,mech__gravityResistanceForce,mech__gravityRollingResistancePower,mech__d_gravityRollingResistanceEnergy,mech__gravityRollingResistanceEnergy,mech__totalResistiveForce,mech__totalResistivePower,mech__d_totalResistiveEnergy,mech__totalResistiveEnergy,mech__gravitysRollingResistanceEnergy,elec__motorTorque,elec__motorSpeed,elec__motorSpeedRPM,elec__motorPowerTractive,elec__motorTempWinding,elec__motorTempMagnet,elec__motorMagnetRemanence,elec__motorCurrentPerPhase,elec__motorResistanceWinding,elec__motorPowerWinding,elec__motorPowerEddyCurrent,elec__motorPowerLossTotal,elec__motorPowerTotal,elec__efficiencyMotorController,elec__motorControllerPowerLoss,elec__batteryCellVoltage,elec__batteryPackVoltage,elec__batteryPackCurrent,elec__batteryPackPowerLoss,elec__totalLossesPower,elec__d_totalLossesEnergy,elec__totalLossesEnergy,solar__sunAzimuthRelativeCar,solar__rotationX,solar__rotationY,solar__projectedAreaRatio,solar__projectedArea,solar__powerIncidentOnArray,solar__powerCapturedArray,solar__d_energyCapturedArray,solar__energyCapturedArray,car__powerUsed,car__d_energyUsed,car__energyUsed,car__SOC_Delta,car__powerDelta,car__SOC,sens__powerPerKph,sens__energyPerKph,onSpeedMin,onSpeedMax,sens_powerPerKphDeltaToMax,sens_powerPerKphDeltaToMin,sens_powerPerKphDeltaToMax_gated,sens_powerPerKphDeltaToMin_gated,sens_powerPerKph_weightAdd,sens_powerPerKph_weightSubtract
0,-12.46322,130.84618,24.7,0.0,0,999,70.88808925918482,1.0,20191011_Bsl_NoWeather_Tgt_0,0.0,0.0,0.0,0.0,1,74.75927374373862,2019-10-13 08:30:00.000000,1,1570955400.0,0,0,30,91,27.825,101354.5,0.8600000000000001,4.104,9.5,189.5,1.1733530343388308,0.01,25.240000000000002,0.0,0.0038461538461538464,5.688000000000001,0.0,0.0,1.1731540958470352,0.0001989384917954248,118.61191074081518,-1.9653003904304582,3.6028336591319183,76.72457413416907,74.61406617181625,1549.4703883533996,0,0,8433.719,0.0,50.60231399999999,1050.831178997949,0,0,0,0.0,0,0,0.0,0.0,0,0,50.60231399999999,1050.831178997949,0,0,,16.841603133109285,77.19875438221666,737.193801628014,1300.1507836756743,314.5731557224364,307.9008515708805,1.3021189781149434,12.30260156550245,0.06239463817953992,28.331035189316353,1.5550213435109679,29.88605653282732,1330.0368402085016,0.9861462087804965,18.684909534137905,4.1,131.2,10.279891385233533,1.549917114418913,58.21403527747869,0,0,20.111910740815176,-30.7769355322472,-58.4150700690046,0.35419800429234966,1.59665375058362,1596.652553093307,376.71420337683486,0,0,2658.5156026288273,0,0,0,-2281.8013992519923,100800000.0,76.53540558353143,0.0,False,False,-0.14175500756664405,0.8021059238308226,-0.14175500756664405,0.8021059238308226,0.007792528484824344,0.010659060787299028
1,-12.44067375,130.9112459375,29.17812499999999,10.0,0,999,93.43669667064825,0.9891711607142857,20191011_Bsl_NoWeather_Tgt_0,10.0,4.4781249999999915,0.0004478124700658217,0.025657764548100096,1,74.96803513263447,2019-10-13 08:38:00.874201,1,1570955880.874201,0:08:00.874201,0:08:00.874201,32,91,27.91637541496754,101358.73303538494,0.8576473000215159,4.018644470942021,13.303128458062808,193.30312845806282,1.173046230565163,0.02,25.314343761526878,0.003300697140242991,0.004872940827129233,5.953194636929035,0.0,0.0,1.172847018183189,0.00019921238197396663,99.86643178741457,-0.68860244210525,3.9592082618321,75.65663757473972,72.53243113001064,1510.4482903361188,735732,735732,8433.718154367842,3.7767244110028417,50.60230892620705,1053.7654648256425,506023,506023,0,0.0,0,0,3.7767244110028417,78.64822453620535,18883,0,54.37903333720989,1132.413689361848,524906,524906,18883.0,17.069591970841163,77.41432789408763,739.2523770288507,1321.4309898489835,315.0332493944322,308.1730196021361,1.3017923764774368,12.466017295141258,0.06249621460475157,29.13603283122829,1.5603934972654476,30.69642632849374,1352.1274161774772,0.9862680431076413,18.82587144709809,4.089422530143468,130.86152096459097,10.476366754101333,1.6097291520411154,58.41480922806109,27990,27990,-2.436696670648246,3.892355510463446,-57.97670313263732,0.4178937815675907,1.8837815730173988,1883.7702703279608,444.45675758117903,197081,197081,2701.2767889260276,1288628,1288628,-1091547,-2256.8200313448488,99708453.0,76.53537814684569,19940.0,False,False,-0.14178244425238518,0.8020784871450815,-0.14178244425238518,0.8020784871450815,0.007794036728933931,0.010658696185452279
2,-12.472121492537315,130.99440552238804,43.86268656716418,20.0,0,999,123.57302614037378,0.9781551587301587,20191011_Bsl_NoWeather_Tgt_0,10.0,14.684561567164192,0.0014684551012093732,0.08413627970375323,1,74.41906342712487,2019-10-13 08:46:02.843532,1,1570956362.843532,0:08:01.969331,0:08:01.969331,34,91,28.147826991820335,101358.53452744563,0.8249104415774346,4.164490697293282,23.85423029859861,203.85423029859862,1.1721288787077873,0.03,24.748363186140857,0.006601394280485982,0.005902028637054639,6.958864482064247,0.0,0.0,1.1719437629579577,0.00018511574982962533,80.28120415822484,0.7030190430468667,4.104722523259733,73.716044384078,68.8053876479841,1422.3423631953453,706689,1442421,8433.709906932861,12.384533236795818,50.60225944159717,1046.0479874833468,506022,1012045,0,0.0,0,0,12.384533236795818,256.01260124012333,80806,0,62.98679267839299,1302.0605887234701,586829,1111735,80806.0,17.72604825389772,76.84744261371836,733.8390213566423,1362.2014759594074,316.3350480617609,308.92806624786203,1.3008863205025656,12.936420840125868,0.06278295000925044,31.520365416200388,1.5284721001526045,33.04883751635299,1395.2503134757603,0.9863241973338278,19.345736430869774,4.078665870497558,130.51730785592184,10.838379009994625,1.722900073609617,59.047845133401275,28249,56239,-32.573026140373784,38.59590309011457,-51.32594321463051,0.40840379025982626,1.8410025905529985,1840.9653102505397,434.3573553005123,211354,408435,2783.4507970522163,1321767,2610395,-2201960,-2349.093441751704,98598040.0,76.53997602750223,19540.0,False,False,-0.13718456359583797,0.8066763678016287,-0.13718456359583797,0.8066763678016287,0.007541282934898666,0.010719796705913241
3,-12.53598109589041,131.0548416438356,46.54931506849314,30.0,0,999,152.00015453968396,0.9674160912698413,20191011_Bsl_NoWeather_Tgt_0,10.0,2.686628501328954,0.000268662843668892,0.015393247054210541,1,76.88804956198098,2019-10-13 08:53:58.696905,1,1570956838.696905,0:07:55.853373,0:07:55.853373,36,90,28.71071005818049,101361.69807567915,0.777109044848548,3.9029542044067385,37.16921086629232,217.1692108662923,1.1699645686001978,0.08201282880571154,24.316980756791434,0.009902091420728973,0.006918142767034025,7.28942270374298,0.0,0.0,1.1697949360945923,0.0001696325056054755,65.16905632660834,1.639015501816227,3.54212926168743,75.24903406016475,71.5644936396217,1528.4595371781406,701849,2144270,8433.718695628248,2.2658269019865704,50.602312173769484,1080.7536351021172,506022,1518067,0,0.0,0,0,2.2658269019865704,48.39305864967035,73251,0,52.868139075756055,1129.1466937517876,579274,1691009,73251.0,16.73618910021831,79.39699459105843,758.1854493484457,1328.8031154649643,315.35079894016013,308.71846895857107,1.3011378372497149,12.216385867099433,0.06256271909737217,28.010596295115572,1.6379506982462908,29.64854699336186,1358.4516624583262,0.986660000214594,18.366757425797203,4.068176091117216,130.18163491575092,10.576134035919528,1.6405342968041206,57.986500351523205,27795,84034,-62.000154539683955,50.5504319807676,-32.869287134062375,0.48817395903311694,2.200590554384205,2199.6801258017663,518.9925288816687,226420,634855,2715.5927312814515,1308918,3919313,-3284458,-2196.6002023997826,97515542.0,76.52652267042868,19460.0,False,False,-0.1506379206693964,0.7932230107280702,-0.1506379206693964,0.7932230107280702,0.008280838242409974,0.010541017137554705
4,-12.620045833333332,131.07305777777776,24.03888888888891,40.0,0,999,169.61124890536544,0.958116875,20191011_Bsl_NoWeather_Tgt_0,10.0,-22.510426179604227,-0.002251038815816283,-0.12897502366639968,1,81.23796220650397,2019-10-13 09:01:34.029960,1,1570957294.02996,0:07:35.333055,0:07:35.333055,38,90,29.367890516242717,101353.94254597154,0.745099603282743,4.070068345024587,41.871042191651135,221.87104219165113,1.1673259444536717,0.0892262531499068,24.23996437036064,0.013202788560971963,0.007890704320536719,7.4756351106715195,0.0,0.0,1.1671643993841798,0.0001615450694918428,52.259793286285685,2.4912160709570847,3.218586463181675,78.74674613554689,78.19525625784709,1764.5620201674653,748798,2893068,8433.69763244082,-18.984612797616204,50.602185794644924,1141.8940158755156,506022,2024089,0,0.0,0,0,-18.984612797616204,-428.40868248829355,-83593,0,31.61757299702872,713.4853333872221,422428,2113437,-83593.0,14.769825534780797,83.88884986214784,801.0795075512815,1239.0236767773436,313.22072451522104,307.97721178024966,1.3020273458637004,10.788432091095428,0.06208289253517455,21.677533311956932,1.8451787737098075,23.52271208566674,1262.5463888630102,0.9862517040500378,17.599829063275294,4.059093158501221,129.89098107203907,9.855543528586495,1.4245988275766592,57.003636519773835,26160,110194,-79.61124890536544,51.53964567995811,-12.996660594902266,0.5869938634478197,2.6460509158316956,2644.641181005776,623.9766402465028,260025,894880,2535.0509900744614,1197386,5116699,-4221819,-1911.0743498279585,96578181.0,76.50937033968603,20000.0,False,False,-0.1677902514120433,0.7760706799854233,-0.1677902514120433,0.7760706799854233,0.009223732805273058,0.01031308248379158
5,-12.708653820224722,131.0864979775281,55.517977528089894,50.0,0,999,163.43811722114296,0.948372886904762,20191011_Bsl_NoWeather_Tgt_0,10.0,31.479088639200985,0.003147898466092446,0.18036129644280283,1,73.25400924045213,2019-10-13 09:09:20.073595,1,1570957760.073595,0:07:46.043635,0:07:46.043635,40,89,29.704818257737163,101352.94839475433,0.7105178205980195,4.696751926140785,38.603475712537765,218.60347571253777,1.1660037066049358,0.10379322538905673,23.7281095758001,0.016503485701214952,0.008885918194412167,8.097503852281571,0.0,0.0,1.165854486583473,0.0001492200214627775,55.16535849139481,2.6828313720102064,3.8551127720295044,70.57117786844192,62.7303480730341,1276.458193721894,704628,3597696,8433.677214057294,26.548447257571915,50.602063284343764,1029.6677809492394,506021,2530110,0,0.0,0,0,26.548447257571915,540.2167224238415,37819,0,77.15051054191568,1569.8845033730809,543840,2657277,37819.0,18.813975483710745,75.64437137593157,722.3505372935152,1423.1713485474875,319.79357435345963,311.38485730000264,1.2979381712399969,13.699270459458814,0.06353566550475362,35.77121715564816,1.4568182195661072,37.22803537521427,1460.3993839227016,0.9864573863971013,20.049142350295938,4.04974532032967,129.59185025054944,11.423932318357503,1.9140913676780578,59.942442346895874,27248,137442,-74.43811722114296,48.94314114382683,-17.73024561211558,0.598277752975872,2.6969164326268316,2694.654728571934,635.776836659262,293522,1188402,2906.285139441871,1275716,6392415,-5204013,-2270.5083027826086,95595987.0,76.55433268113029,19420.0,False,False,-0.12282790996778203,0.8210330214296846,-0.12282790996778203,0.8210330214296846,0.006752071786285194,0.01091058004160136
6,-12.788211025641026,131.12306820512822,33.784615384615414,60.0,0,999,161.82597548221693,0.9386812996031746,20191011_Bsl_NoWeather_Tgt_0,10.0,-21.73336214347448,-0.0021733327925187473,-0.12452279648870564,1,81.76669762794138,2019-10-13 09:17:04.527676,1,1570958224.527676,0:07:44.454081,0:07:44.454081,41,89,30.106404487021763,101344.06763190548,0.6760202395723927,5.447080806076528,33.15895997749435,213.15895997749436,1.16434671114222,0.13579479988747173,23.293494315116273,0.019804182841457945,0.00987772309423512,8.76074545093775,0.0,0.0,1.1642085884773308,0.0001381226648892331,51.33298449527743,3.4032994195083903,4.253027435733418,78.363398208433,77.23815239652532,1754.3079589854285,699842,4297538,8433.699082197298,-18.32926363624822,50.60219449318379,1149.326204565122,506021,3036131,0,0.0,0,0,-18.32926363624822,-416.31204374664713,41095,0,32.27293085693557,733.0141608184749,547117,3204394,41095.0,14.729240697590491,84.43483852534219,806.2933152284526,1243.6610599019516,313.92425803457974,308.68950784893957,1.3011725905812725,10.75172447871198,0.06223674556403477,21.583624806287627,1.862207166367288,23.445831972654915,1267.1068918746066,0.9863969592277936,17.47420909164983,4.044065448855311,129.41009436336995,9.926436629891388,1.4451674477863259,56.89858516835803,27107,164549,-72.82597548221693,47.70234865784159,-18.76133787306388,0.6076460917380382,2.7391470297507055,2734.002732843597,645.0606047871182,297154,1485556,2544.2207049722615,1274066,7666481,-6180925,-1899.1601001851432,94619075.0,76.51137328073673,19380.0,False,False,-0.1657873103613383,0.7780736210361283,-0.1657873103613383,0.7780736210361283,0.009113627522511146,0.01033969925568983
7,-12.873620597014925,131.14065343283582,52.93731343283581,70.0,0,999,180.96365472155378,0.9295457638888889,20191011_Bsl_NoWeather_Tgt_0,10.0,19.152698048220394,0.001915267462925661,0.10973674226436925,1,77.25053050254895,2019-10-13 09:24:37.308804,1,1570958677.308804,0:07:32.781128,0:07:32.781128,43,88,30.295053616868124,101342.01674333612,0.6521328521503342,6.228563356709481,28.901729060543907,208.90172906054391,1.1635910641007872,0.13360691624217563,22.870675206138028,0.023104879981700934,0.01084482379958161,9.524021002721785,0.0,0.0,1.1634612648912204,0.00012979920956685754,27.938074338990134,5.5026522329337775,2.9181877753038767,71.74787826961517,64.70555055163312,1388.4828073814328,709718,5007256,8433.703531512167,16.15281771672625,50.602221189073,1085.8467865175592,506022,3542153,0,0.0,0,0,16.15281771672625,346.6149271466873,-10882,0,66.75503890579925,1432.4617136642466,495139,3699533,-10882.0,17.681449282024655,79.77130369945162,761.7598380391514,1410.4722605228396,318.5062640393491,311.0497146610238,1.2983403424067714,12.87861833135531,0.0632529937518865,31.47319884154293,1.6283625265471484,33.10156136809008,1443.5738218909298,0.9870362507026074,18.95992077894965,4.0387115905677655,129.2387708981685,11.316524696929052,1.878268057837676,58.817397465709206,26151,190700,-92.96365472155378,46.96175036664016,3.173464448378894,0.6850266185296169,3.087962965545573,3082.4393916657878,727.2707500696259,310146,1795702,2879.761918511389,1231008,8897489,-7101787,-2152.491168441763,93698213.0,76.52618340564459,19450.0,False,False,-0.1509771854534847,0.7928837459439819,-0.1509771854534847,0.7928837459439819,0.008299488239607872,0.010536508700639895
8,-12.95852231884058,131.1202034782609,90.47681159420294,80.0,0,999,188.47691197065288,0.9192261111111111,20191011_Bsl_NoWeather_Tgt_0,10.0,37.539498161367135,0.0037539321825579963,0.21508447063890684,1,75.23463115767402,2019-10-13 09:32:29.485895,1,1570959149.485895,0:07:52.177091,0:07:52.177091,45,87,30.494665173845824,101344.44565406747,0.6318192319340177,6.9695833661651605,25.131865437030793,205.1318654370308,1.1628468901545845,0.09918192319340176,22.46246578169399,0.026405577121943927,0.011853106464076247,10.355210278759003,0.0,0.0,1.1627242893708438,0.00012260078374061115,16.65495346637792,6.67719627321804,1.9975340364682688,68.55743488445597,59.04113389466243,1233.8716476932705,618733,5625989,8433.659576056903,31.65953481489844,50.601957456341424,1057.505445856711,506020,4048173,0,0.0,0,0,31.65953481489844,661.637062339562,239061,0,82.26149227123986,1719.142508196273,745082,4444615,239061.0,19.00520321931386,77.68962325245148,741.8812540544824,1476.5070779447717,320.98566147460787,312.35385180604015,1.296775377832752,13.826114047473334,0.0637931363697741,36.584361451625945,1.5277183302687478,38.11207978189469,1514.6191577266663,0.9869166283744204,20.07902667969076,4.032663512133699,129.04523238827838,11.892715104643873,2.0744045308832932,60.13263983949593,28072,218772,-101.47691197065288,44.42141947929787,11.253344251916715,0.7177705997228355,3.23556628275128,3233.1986783414195,762.8408961678745,351666,2147368,3013.1467957290392,1391887,10289376,-8142008,-2250.3058995611646,92657992.0,76.53949149473192,18210.0,False,False,-0.1376690963661531,0.8061918350313135,-0.1376690963661531,0.8061918350313135,0.007567918575355575,0.010713357825338015
9,-13.04490891304348,131.11512478260872,62.13478260869565,90.0,0,999,184.33163603466693,0.9102775396825397,20191011_Bsl_NoWeather_Tgt_0,10.0,-28.34202898550729,-0.0028341953098143615,-0.1623874295681357,1,85.3095537904155,2019-10-13 09:39:57.960563,1,1570959597.960563,0:07:28.474668,0:07:28.474668,47,87,30.91273333045509,101333.71352145539,0.5969132708178626,7.639916235256195,24.341964478625194,204.3419644786252,1.1611153361833753,0.08,22.032774296700957,0.029706274262186916,0.012811028045466822,10.949918741631507,0.0,0.0,1.1610026522885162,0.0001126838948590068,20.010328443958258,7.178701758734703,2.6142993594595256,78.1308520316808,76.56733234596602,1814.4235992657805,678042,6304031,8433.685127411163,-23.902774833572895,50.60211076446698,1199.1231917138498,506020,4554193,0,0.0,0,0,-23.902774833572895,-566.4264042791325,38783,0,26.699335930894083,632.6967874347174,544804,4989419,38783.0,13.889366883237685,88.09330213797553,841.2290693127983,1223.5601933502487,313.70574024305387,308.97139280281783,1.3008343286366186,10.136016302301485,0.06218235172270925,19.16562553137054,2.027796254560938,21.193421785931477,1244.75361513618,0.9868189009190846,16.62637462370917,4.0274192378663,128.8774156117216,9.787440132723804,1.4049784371575706,56.010561689788624,26016,244788,-97.33163603466693,42.76545859181188,6.786304871409499,0.7389110886661994,3.33086337802439,3329.5843264872283,785.5821259913965,346846,2494214,2503.1309483902864,1248862,11538238,-9044024,-1717.54882239889,91755976.0,76.49748833390731,18980.0,False,False,-0.1796722571907594,0.7641886742067072,-0.1796722571907594,0.7641886742067072,0.00987690809746838,0.010155184358235425
