rotation,areaRatio
0,1
5,0.996240207545015
10,0.984864553934647
15,0.9659315747524
20,0.939850572503027
25,0.906498618163539
30,0.866240657095755
35,0.819100313182656
40,0.76599730344671
45,0.70706450498913
50,0.642750235317175
55,0.573545257570142
60,0.499974839247305
65,0.42273172834146
70,0.342069012258957
75,0.258823041482423
80,0.173667703016373
85,0.087161513064804
90,0
